beta,CL,CL_stall,CD,CD_stall,CL/CD,CL/CD_stall,CS,CS_stall,CMx,CMx_stall,CMy,CMy_stall,CMz,CMz_stall
0,0.7148037744686857,0.7148037744686863,0.07322282328928802,0.07322282328928797,9.762035146400269,9.762035146400281,3.227902515677836e-16,5.241435066951285e-16,5.082623884383689e-16,4.795345143092438e-16,0.22186099556811537,0.22186099556811542,-4.834017281343183e-17,-4.253935207582001e-17
2,0.7125775336623167,0.7125775336623167,0.07374890752104296,0.07374890752104296,9.66221138203295,9.66221138203295,0.06087815377506932,0.06087815377506932,0.058051737854942394,0.058051737854942394,0.22073869384340775,0.22073869384340775,0.014260481581885661,0.014260481581885661
4,0.7061629358530566,0.7048117868964116,0.07521967529357615,0.07413624724941954,9.38800829832037,9.506979555158559,0.1213721860684081,0.13529310667273411,0.11580431664182986,0.12238726280321938,0.2178890981057814,0.2184511939787642,0.028269884494236498,0.02996603097812531
6,0.6960864856070392,0.6947738602294709,0.07751785155269064,0.07645127415825675,8.97969269870558,9.087799619810982,0.181358383076484,0.20175140789017956,0.17301164624035478,0.1827951745406254,0.21400201982463024,0.21436287369895204,0.04110050985255819,0.043520146321256684
8,0.6820874790471453,0.6811718195058123,0.0807178172655883,0.07964912257521055,8.450271602400397,8.552157230138974,0.24010668800778107,0.26572781896957537,0.22873535496790895,0.24123265082856854,0.20803788592496064,0.20816448233149867,0.05364222256940334,0.05648601473252198
12,0.6474750796177055,0.6496415344207513,0.08928028076644547,0.08814807164529821,7.2521622250660345,7.369889349762117,0.3473361072872026,0.36884459415253656,0.33064314993432403,0.33922872134887677,0.1910808740050383,0.18793153988178113,0.07741117173416547,0.08248226752713629
14,0.6335968549600093,0.6371402317530624,0.0938683852158852,0.0940471142664304,6.749842915725226,6.7746919905280505,0.38505182306379154,0.4003603789822455,0.3682890765085925,0.37320849377846993,0.17944284484877945,0.1722018870637087,0.0921414062341573,0.09681441239128308
20,0.6027310030937608,0.6176784175752593,0.10578717808549569,0.11437239335197127,5.69758087890994,5.400590120330933,0.41384685404031024,0.41102540073234145,0.40523251497016394,0.4263379075455254,0.11892101582970618,0.0877935758812537,0.20840380888179633,0.1574405070349805
