aoa,CL_no_stall,CL,CD_no_stall,CD,CL/CD_no_stall,CL/CD,CMx,CMx_stall,CMy,CMy_stall,CMz,CMz_stall
-12.65,-0.4062953384635741,-0.40693283403969155,0.07786822402884487,0.0779604594238319,-5.217729613469409,-5.219733657897036,-3.3150299627037153e-17,-3.3150299627037153e-17,-0.14739902849740588,-0.14763108097091845,-1.433059827627127e-18,-2.071893726689822e-18
-7.15,-0.32989465708842763,-0.33131342560222105,0.056672758475236076,0.05679042738855438,-5.821044642331634,-5.833966054444493,4.088536954001249e-17,3.3150299627037153e-17,-0.0982029788044455,-0.09862075191369121,-1.2932070010755639e-17,-1.2206907206414202e-17
-3.0,-0.11349899152715565,-0.1161262121047685,0.047796676433814356,0.048023177491920074,-2.374620998686414,-2.418128457333062,-1.7162186369414028e-17,1.711469626504611e-06,-0.005144565525451553,-0.006102543835098711,1.692046543463355e-17,1.8594370539162664e-07
-2.25,-0.04624905808369008,-0.04753164823587986,0.04690076289602792,0.047540951853707845,-0.9861046010321288,-0.9998043030804975,8.701953652097257e-18,3.6568924276075374e-17,0.02066872657619328,0.020564675462668335,-2.624398720473776e-18,1.1160600874435847e-16
2.35,0.35371815470732026,0.3537181547128006,0.05131975189611494,0.0513197518961434,6.892436959230463,6.89243695933343,-1.2403737110449736e-16,3.2984548128901967e-16,0.16910312761012825,0.1691031276121117,4.65830772884095e-17,-7.738523069186486e-17
4.75,0.5397104181210646,0.5397104181210646,0.05931855129550408,0.05931855129550408,9.09850976353785,9.09850976353785,-5.000170193744771e-17,-5.000170193744771e-17,0.23682495600068865,0.23682495600068865,1.0428531757672104e-17,1.0428531757672104e-17
6.75,0.6868814395706571,0.6868814395706571,0.06864119707719409,0.06864119707719409,10.006839461121114,10.006839461121114,2.7708125438265223e-16,2.7708125438265223e-16,0.289397160200971,0.289397160200971,-6.063742306778879e-17,-6.063742306778879e-17
8.8,0.8299637140927776,0.8299637140927776,0.08053454685701492,0.08053454685701492,10.30568552855133,10.30568552855133,5.801302434731504e-18,5.801302434731504e-18,0.33874984402353964,0.33874984402353964,-1.8868045537721988e-16,-1.8868045537721988e-16
10.95,0.97047415877152,0.97047415877152,0.09527029245642216,0.09527029245642216,10.186534897176129,10.186534897176129,-1.6768526561342961e-16,-1.6768526561342961e-16,0.3841790587122332,0.3841790587122332,9.282083895570403e-17,9.282083895570403e-17
11.95,1.0320334146045989,1.0320334146045989,0.10279110210040733,0.10279110210040733,10.040104576332869,10.040104576332869,-7.154939669502186e-17,-7.154939669502186e-17,0.4026068098519398,0.4026068098519398,8.895330399921636e-17,8.895330399921636e-17
12.8,1.082424699407725,1.082424699407725,0.10946661937374183,0.10946661937374183,9.888171440757676,9.888171440757676,1.547013982595067e-17,1.547013982595067e-17,0.41679737573176284,0.41679737573176284,-5.911803433488292e-17,-5.911803433488292e-17
14.0,1.1496164059085434,1.1496164059085434,0.11925307986854196,0.11925307986854196,9.640140172277457,9.640140172277457,-1.8840420288032784e-16,-1.8840420288032784e-16,0.4336979324548481,0.4336979324548481,-4.5581661987176084e-17,-4.5581661987176084e-17
15.75,1.2395144490597632,1.2395144490597632,0.13402503605693583,0.13402503605693583,9.248379896224755,9.248379896224755,4.972544944055573e-17,4.972544944055573e-17,0.45157136605034526,0.45157136605034526,-7.735069912975335e-18,-7.735069912975335e-18
17.85,1.330479536859436,1.330479536859436,0.15188270713750773,0.15188270713750773,8.7599145546891,8.7599145546891,5.3040479403259446e-17,5.3040479403259446e-17,0.46144861435199364,0.46144861435199364,-8.895330399921636e-17,-8.895330399921636e-17
19.75,1.391099147341461,1.391099147341461,0.16710214191093767,0.16710214191093767,8.324843305018142,8.324843305018142,-1.4033626842112395e-16,-1.4033626842112395e-16,0.45951344639662106,0.45951344639662106,3.038777465811739e-17,3.038777465811739e-17
22.55,1.3471600770931451,1.3471600770931451,0.18819571765377713,0.18819571765377713,7.158292940392564,7.158292940392564,-3.299836075374656e-16,-3.299836075374656e-16,0.41614683062849667,0.41614683062849667,1.9890179776222286e-17,1.9890179776222286e-17
24.0,1.3734898674551368,1.3734898674551368,0.1990431258795725,0.1990431258795725,6.900463713005303,6.900463713005303,3.8012343572335934e-16,3.8012343572335934e-16,0.40659089487877187,0.40659089487877187,-1.2320861361382142e-16,-1.2320861361382142e-16
