beta,CL,CD,CL/CD,CS,CMx,CMy,CMz
0.0,1.0018648280484475,0.10215562868371983,9.807240589260951,-1.8570972325793455e-17,-4.3615423359242693e-16,0.2453556134451942,2.0936212341415872e-16
1.0526315789473684,1.0014232340713543,0.10224222602631322,9.79461493545364,-0.0182804152424738,-0.016527843121184393,0.24522309413570764,-0.006209966307718263
2.1052631578947367,1.0000684001666262,0.10250245339225825,9.756531351884295,-0.036540574046189156,-0.03304011025051833,0.2448218208512635,-0.012400998025059633
3.1578947368421053,0.9977609232945251,0.10293237467516951,9.693363496598861,-0.05475166892198922,-0.04956380684955938,0.24414589403585588,-0.0185483003668956
4.2105263157894735,0.9944127570837124,0.10352632468860526,9.605409639285336,-0.07291211094589595,-0.06607992970667739,0.24318461332874458,-0.024645579401702346
5.263157894736842,0.9900942313185072,0.10426735448149457,9.495726023184272,-0.09092920058130179,-0.08259663879868859,0.24194557130342992,-0.030688993864763186
6.315789473684211,0.9848436204055915,0.10515422286657758,9.365706802428532,-0.10882856863290012,-0.09913403005598183,0.24043715561208318,-0.036630307925989244
7.368421052631579,0.9791601749119698,0.10606223640465387,9.231939737497422,-0.1257040259116116,-0.1153521592957071,0.23879960040637283,-0.042635882285941167
8.421052631578947,0.9726839589280609,0.10707616725027207,9.08403787609039,-0.14204089198764927,-0.13147275216874466,0.2369179277667713,-0.04863359896193321
9.473684210526315,0.9650106688443373,0.10821133984944911,8.91783310498627,-0.15821486345501837,-0.1476568130295936,0.23471193285604836,-0.054542323853932866
10.526315789473683,0.9566453393155087,0.10917798225414893,8.762255168707835,-0.1742150046735691,-0.16371315158849806,0.23243615027720516,-0.06009462460208318
11.578947368421051,0.9476794099713263,0.1101265662134087,8.605366012546567,-0.1883513330618052,-0.17940634327895558,0.22993457599190534,-0.0653807496658072
12.631578947368421,0.9381910953967236,0.11100680784133883,8.451653674589696,-0.2030685825049367,-0.19448994055339625,0.2273578125697498,-0.07062393117798235
13.68421052631579,0.9281576004020562,0.11189992777374673,8.294532613807592,-0.2170362318093951,-0.2089686483417452,0.22461812687268543,-0.07585193833287475
14.736842105263158,0.9172634424793719,0.11288319781441791,8.1257747852552,-0.22822905305145474,-0.22291062200493206,0.22150148500433023,-0.08090041942036484
15.789473684210526,0.9058932666447195,0.11384971578324683,7.956921634915694,-0.23958299388452375,-0.23626488652194455,0.21829499311756237,-0.08593259695039589
16.842105263157894,0.8874644608974485,0.11454674723863702,7.747618175910137,-0.24450774226493444,-0.24522041303866904,0.21267270397792884,-0.08984104927159373
17.894736842105264,0.8685570462696397,0.1149406180074703,7.556571917972373,-0.24946261080909363,-0.2534574066787702,0.2069989969116778,-0.0939154361630989
18.94736842105263,0.8504081004548857,0.11545030111914943,7.366010241733625,-0.25354436262492336,-0.26204153022938564,0.20145811634333072,-0.09773125690645112
20.0,0.8302704307680886,0.11579818100258939,7.169978177373293,-0.2561850978797675,-0.2690658403637511,0.19541168987461932,-0.10089897888822827
