beta,CL,CL_stall,CD,CD_stall,CL/CD,CL/CD_stall,CS,CS_stall,CMx,CMx_stall,CMy,CMy_stall,CMz,CMz_stall
0,0.9989858127434375,0.9989858127435338,0.10399641902162744,0.10399641902162751,9.60596357203112,9.60596357203204,8.573440146992144e-16,2.425672102286321e-16,1.3714285883421717e-15,8.500165066889845e-16,0.7753354465246545,0.775335446524728,-3.227944612557971e-16,-1.596601801280858e-16
2,0.9971904510302678,0.9971904510302678,0.104297516878584,0.104297516878584,9.561018141890457,9.561018141890457,-0.03458696527978873,-0.03458696527978873,-0.051993611340747106,-0.051993611340747106,0.7742612017834388,0.7742612017834388,0.0035894980790007972,0.0035894980790007972
4,0.9920848770463118,0.9920848770463118,0.10518944141886774,0.10518944141886774,9.431411210710758,9.431411210710758,-0.0690413297384747,-0.0690413297384747,-0.10385209409336531,-0.10385209409336531,0.7712875209340333,0.7712875209340333,0.007178603774216678,0.007178603774216678
6,0.9836822862555282,0.9836822862555282,0.10659372074470311,0.10659372074470311,9.228332395033783,9.228332395033783,-0.10312063036521417,-0.10312063036521417,-0.15556531163869525,-0.15556531163869525,0.7664662631944057,0.7664662631944057,0.010641839400452715,0.010641839400452715
8,0.9713752008248819,0.9713752008248819,0.10854156870639778,0.10854156870639778,8.949338142075572,8.949338142075572,-0.1369453851462251,-0.1369453851462251,-0.20717051029592842,-0.20717051029592842,0.759203533112012,0.759203533112012,0.014214841934695707,0.014214841934695707
12,0.935015639443351,0.935015639443351,0.11233263253910232,0.11233263253910232,8.323633287218454,8.323633287218454,-0.20175031097542134,-0.20175031097542134,-0.3105533429240846,-0.3105533429240846,0.7385381339748435,0.7385381339748435,0.02240664540225093,0.02240664540225093
14,0.9119834815677433,0.9137022475748138,0.11392214356144553,0.11448466830660649,8.005322346097289,7.981000959253226,-0.2311719278082553,-0.23657529172431324,-0.35888020796143133,-0.35767554310065885,0.725469652527899,0.7264845728453257,0.026619491778987165,0.031723520661154955
20,0.8159041776708401,0.835372099598481,0.11811932057302328,0.12034440656068142,6.907457422822161,6.941511645389686,-0.28325171550408074,-0.29973858517583685,-0.4600911886917879,-0.468774705562107,0.6623129775981405,0.6767076251547807,0.02886164425373554,0.03759091055468569
