CL,CL_ci,CD,CD_ci,CS,CS_ci,beta
0.7779514056227419,0.008796856833471985,0.20965299417515762,0.007808202513084929,0.07250478256562647,0.008217489683777742,-19.967300343062902
0.8302403074977395,0.012955285139438909,0.1931747523114195,0.009309425805962184,0.03444939040880692,0.01024662678932787,-13.984463324925628
0.8486356648182445,0.01164537213372707,0.1845659041133973,0.009763266656747276,0.03361196791157772,0.008135545658379931,-11.984841002471878
0.8443726930449388,0.0113650306780618,0.1810182942514848,0.010635685980495408,0.048093781193258814,0.008553952752862562,-9.97830970468184
1.0065236687972998,0.010837935241264836,0.10802947323957192,0.010272790394690515,0.12184527056447762,0.008895700961960733,-7.94504778297542
0.9537384196530716,0.015370702522261777,0.159995050294264,0.021244107617413244,0.06548959989623332,0.010741698337113218,-5.9704641904467985
0.9184046713894763,0.014982732979344604,0.17243465965805965,0.017698097171934463,0.005348333591515273,0.010089797365083917,-3.9975879015502267
0.9186803652592956,0.014083307882746046,0.18249542351422535,0.015117905473731104,-0.02097189677698254,0.011043933305536349,-2.009458325446419
0.9327251987983486,0.015877506028324398,0.18888674805756867,0.01693686866633114,-0.013677638218158044,0.0104799989282744,-0.006168614836389278
0.9271547044901229,0.015478908445309322,0.1891820142286679,0.01849306367743895,-0.020212172896745345,0.010114147444868611,1.9908843100235678
0.9264779163925217,0.014463729337635962,0.19053897242035212,0.015969671394721958,-0.05711214792710668,0.009814876906165877,3.974242421284875
0.904332198504447,0.013675018771545894,0.19875546429064425,0.015903775687221792,-0.07086368222790024,0.00967003796648952,5.968040479315217
0.866938735025727,0.013157295125787564,0.18329617564634837,0.014969734589144208,-0.08835041873904852,0.009641887208934042,7.96015396114869
0.8939409571719722,0.01295305280419158,0.1904967024240415,0.013890898029644876,-0.08309912378412976,0.01027379051446907,9.962522295173358
0.8654661435745437,0.013292408593805123,0.1951719602829853,0.014118408150101295,-0.02708936122577387,0.010568941682094995,11.987782698087177
0.87700626364323,0.012794983071880903,0.18972929247964704,0.013000904667972322,-0.08235239354396359,0.01019528411197495,13.962859070511673
0.8391047801209748,0.010512431660821135,0.22637263951070197,0.009036578817891112,-0.11071283678269156,0.008110565145668153,19.950068510611008
