CL,CL_ci,CD,CD_ci,CS,CS_ci,beta
0.5270801567527119,0.005206761765068301,0.14458682622137925,0.004527484202255571,0.1791562386300892,0.00420196185343208,-20.0
0.5568105187207556,0.00914612032329567,0.11023300856995812,0.007271556683252245,0.14039952897875713,0.008430866167517103,-14.0
0.5604289915843582,0.009326745986909619,0.0815672074312735,0.008558238760567943,0.148065374058977,0.010251849933342983,-12.0
0.5578254484884767,0.00933481655376683,0.06839267912691513,0.007265598715147953,0.13523926469706765,0.00785887373252854,-10.0
0.5657938673945289,0.008388865373612681,0.0682531751693367,0.007314138425587395,0.13868950238233133,0.009413262174650572,-8.0
0.5855177367778851,0.00949259076135333,0.08153965644644832,0.007511091393917879,0.09866230560081113,0.009831066995482186,-6.0
0.5906373113561508,0.01084450025564568,0.07196410374501715,0.009457144703610799,0.04736627376764714,0.014090847642717631,-4.0
0.606621070385692,0.0102881345124546,0.07287833764864256,0.008102025781924628,0.008328068720807248,0.012350447420287106,-2.0
0.610180915884597,0.004525022831668848,0.07735260027798983,0.004607783028279026,-0.009248761171140816,0.005012539169984543,-0.0
0.5998089999368758,0.00982942194209145,0.07513152975577186,0.010143770171612073,-0.03659976060005651,0.0104182081090215,2.0
0.6043140967889562,0.012726045285354419,0.08724059454050537,0.008990253878575032,-0.08169865198082701,0.012284762885563568,4.0
0.5895059547669044,0.010385805377269967,0.07458369606472179,0.007913202259585722,-0.12083492783369375,0.010311313425426434,6.0
0.5734027254409495,0.010145085526656973,0.07171537081694673,0.00800246207497744,-0.16037141144694778,0.010904421223854712,8.0
0.5675264429428571,0.009213381160808862,0.07731653811622352,0.00778818848911331,-0.16080130713730442,0.009781412598148024,10.0
0.5779011860827514,0.010513883846609319,0.10805572432079576,0.008762276973347645,-0.14509461268173846,0.00961459213813735,12.0
0.5715722817771035,0.008760944827080213,0.11209565213304645,0.007539436740211556,-0.16155500039863527,0.008582794107628374,14.0
0.5585429157215684,0.004280543482435429,0.1661693791132752,0.004367624754775909,-0.18937957368842442,0.003802174898924419,20.0
