aoa,CL,CD,CL/CD,CS
-12.65,-0.8887247919515182,0.09710228871295723,-9.152459779590423,1.7638489510970936e-15
-11.386206896551725,-0.7856951246109937,0.0858778748523803,-9.148981923010597,2.587990521509725e-16
-10.122413793103448,-0.681296561254794,0.07595838723693533,-8.969339477017074,-1.5411768027997694e-16
-8.858620689655172,-0.5760101685329828,0.06739229917187523,-8.547121490304766,8.150366158401646e-18
-7.594827586206897,-0.47026189118035344,0.06020782746901803,-7.810643747647971,-8.033019293072084e-16
-6.331034482758621,-0.36443449385075394,0.0544146550620766,-6.69735925799777,-3.771189079198204e-16
-5.067241379310345,-0.25887569465743643,0.050005200134304546,-5.176975473793627,1.1544647673344522e-16
-3.8034482758620687,-0.1539025378056634,0.046954924112064096,-3.277665563644715,2.868717544092878e-16
-2.5396551724137932,-0.049804771628699236,0.045219292283151705,-1.1014053762016978,-3.0534046367161322e-18
-1.2758620689655178,0.05317390540410471,0.044709861855519895,1.189310438398052,-4.34128009226658e-17
-0.012068965517242347,0.15473120098032012,0.04518967872097916,3.424038527374762,-4.0254150549797156e-17
1.2517241379310349,0.2544982336773754,0.04680283025546556,5.437667600190813,-5.1199707109658166e-17
2.5155172413793103,0.35230918042258036,0.04956924542266124,7.10741463620339,-9.849296519483775e-17
3.7793103448275875,0.44800614382967746,0.05346562716328311,8.379330190244929,-2.8660246167548866e-16
5.043103448275863,0.5414203892948671,0.05844718356329711,9.263412816265474,-1.2589946620426863e-16
6.306896551724138,0.6323663086430371,0.06446101901130125,9.810057587395123,-1.0045505250591094e-15
7.570689655172414,0.7206427373536484,0.07144714020455026,10.086376239699414,3.707104226091575e-16
8.83448275862069,0.8060256239200586,0.07933766259693914,10.159432450322216,-1.1424079521515725e-15
10.098275862068965,0.8882606480369523,0.08805539034683658,10.087521553629264,3.0537114259065364e-16
11.36206896551724,0.9670519567035875,0.09751207598003063,9.917253293854895,2.6386597389776417e-16
12.625862068965516,1.042045949716193,0.10760606101335701,9.683896426492602,-1.4975403014257673e-16
13.889655172413795,1.1128069292369673,0.11821885947944973,9.413108315686376,7.349169143817485e-16
15.15344827586207,1.1787785511300766,0.12921004036245318,9.122964034555126,-6.927163568572766e-16
16.417241379310347,0.9916837783197636,0.17705335115390178,5.601044949766315,2.8493216497217755e-16
17.68103448275862,1.0210122752780466,0.19790910202907244,5.15899604823664,1.8378445064970985e-15
18.944827586206898,1.0157685658122784,0.22082957565228295,4.599784982658763,6.840989893757043e-16
20.208620689655177,0.839845329201039,0.22968384033183964,3.6565277208342484,-5.277319477955285e-16
21.47241379310345,0.48515956083610523,0.15760557604010988,3.0783146956211396,2.0781218004215724e-16
22.736206896551728,0.35201723000521806,0.12942531183702483,2.719848420751621,-7.934795620611042e-16
24.0,0.352870019422556,0.14093750692215717,2.5037339394505804,8.91624832840151e-16
