CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci,beta
0.1952004042407034,0.010928879841089414,-0.049813305436348716,0.014340656971119739,-0.1533913300481581,0.012715134681114173,-20.0
0.13566512757799826,0.02287298355786957,0.00512773201396012,0.02792205991571763,-0.14287935932545118,0.02220424248179032,-14.0
0.11126955609600882,0.02721469207859786,0.020576688893096835,0.029698379962898886,-0.10865654374588149,0.025378732026599,-12.0
0.10116459165311219,0.024641457186411,0.044858210925226114,0.028074278546144683,-0.08366978437923693,0.021485131874560758,-10.0
0.10541012357840109,0.02701990438380582,0.04588020235384864,0.025182623813013023,-0.02151952337275759,0.023251234379360313,-8.0
0.055824821222904136,0.029746059194444202,0.02339142661005984,0.028120773040331764,-0.02740194171767304,0.025131117938609344,-6.0
0.019511757237915955,0.04501446807063129,0.03272281089620353,0.03177938658333581,-0.051853944880211125,0.036804848163545775,-4.0
-0.01070704731153044,0.04078686025889121,0.022196185532249033,0.03129548985526655,-0.045200034259800285,0.03251040642639927,-2.0
-0.022140752532561255,0.01564500690840606,0.014422494543669222,0.014515916095534376,0.02297361958501142,0.013147411067869841,-0.0
-0.04427796720918223,0.03314042798524244,0.011290572219930201,0.031154557666726954,0.0650733074810738,0.027524538140935216,2.0
-0.07702230795037603,0.036011565218917865,0.012909547615705104,0.037137417235529026,0.05441815831786769,0.030247605840320206,4.0
-0.1124822838688811,0.03159838251479874,0.049391011818113645,0.029927482296241047,0.055365035809883466,0.02668715694829523,6.0
-0.1625230330398256,0.033962474958677484,0.04633943895632956,0.030310823467569945,0.04577984842888378,0.0293087138415025,8.0
-0.1615832207089,0.030040009798349056,0.03926231180725534,0.028778014743480698,0.09651182190803943,0.02730746277516455,10.0
-0.1659222138456987,0.02958124883633252,0.004729205629907969,0.029323691628503228,0.15103688588911302,0.02545525067587728,12.0
-0.18685595243651973,0.025211733960430915,-0.01101489802807528,0.024912005143284066,0.1359792832085601,0.02197405601494229,14.0
-0.21267117756660167,0.010221759818888052,-0.10256885411609318,0.012411615504786085,0.14142860929572532,0.010178733224264581,20.0
