CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci,beta
0.14267219672444495,0.023978814634790218,0.10127141444877502,0.026766692415090786,-0.17015324604398954,0.022561775132091184,-20.052360053777594
0.07151480718069476,0.024517043651784413,0.14618183927105186,0.036862358034403526,-0.13510323994533857,0.025667460157636872,-14.024877971777624
0.06298700908718663,0.023110568093991552,0.14976265235450448,0.032950574005844994,-0.10646653044908225,0.023428086552186884,-12.024273218747025
0.06347360573564621,0.024219076015168112,0.15280350817843966,0.032994127805137066,-0.05671243162836548,0.023626401098042676,-10.034731405026523
0.1169120694828202,0.026786016994759194,0.1746573629913514,0.034912595814834746,-0.01421228356709106,0.02243689304723228,-8.087991780590842
0.04082942786676353,0.02862637049557975,0.12536503553483966,0.040247544115798325,-0.04279408200568052,0.028549186794221033,-6.047293969461064
-0.011579545784980303,0.0321603795235286,0.12178406482007066,0.03943863111149797,-0.0844694251811294,0.029006799550316566,-4.003862352586449
-0.028934042638521416,0.03295645366859983,0.10690831798924132,0.04216625859087104,-0.0701374367832688,0.028603472510755075,-1.9848549350235343
-0.009956006486023091,0.03152077825176276,0.07015168971292175,0.04458989293536588,0.006233923343784831,0.02801067087810593,0.00987744321562501
-0.0038019460573535412,0.03097277293557203,0.06206105698095387,0.042515145790582215,0.07539992042936247,0.02780692059834909,2.0145964227791135
-0.02630855496432943,0.028133887006665467,0.07250235974646567,0.04432743229909134,0.07221513345907357,0.02755922399383946,4.04124410874704
-0.04628778921046981,0.02841116024980848,0.10317161833026196,0.0423916733681277,0.075575647377114,0.024928737405569536,6.0511749167577005
-0.0889167401541545,0.028995113913509032,0.14123715373200815,0.03938991644324751,0.04554640782479603,0.028200376891239023,8.063803138396592
-0.09408498151370152,0.02606045371991775,0.11952958669047695,0.03618008511689122,0.07067580351892325,0.027712011887818404,10.060010863231946
-0.03692898691108475,0.028940250188858773,0.13778699913149542,0.03892580182000872,0.16569050114170208,0.02959331188029398,12.019562853102805
-0.10350531212898732,0.025004073768582533,0.11170787816185959,0.038409994079231166,0.12218538295304751,0.02956441960393788,14.05947160452171
-0.14242096708412344,0.023382796338412653,0.007147763734566252,0.032595580687128464,0.14286026657902734,0.02239485751379292,20.079952382210987
