beta,CL,CD,CL/CD,CS
0.0,1.0018648280484475,0.10215562868371983,9.807240589260951,-1.8570972325793455e-17
1.0526315789473684,1.0014232340713543,0.10224222602631322,9.79461493545364,-0.0182804152424738
2.1052631578947367,1.0000684001666262,0.10250245339225825,9.756531351884295,-0.036540574046189156
3.1578947368421053,0.9977609232945251,0.10293237467516951,9.693363496598861,-0.05475166892198922
4.2105263157894735,0.9944127570837124,0.10352632468860526,9.605409639285336,-0.07291211094589595
5.263157894736842,0.9900942313185072,0.10426735448149457,9.495726023184272,-0.09092920058130179
6.315789473684211,0.9848436204055915,0.10515422286657758,9.365706802428532,-0.10882856863290012
7.368421052631579,0.9791601749119698,0.10606223640465387,9.231939737497422,-0.1257040259116116
8.421052631578947,0.9726839589280609,0.10707616725027207,9.08403787609039,-0.14204089198764927
9.473684210526315,0.9650106688443373,0.10821133984944911,8.91783310498627,-0.15821486345501837
10.526315789473683,0.9566453393155087,0.10917798225414893,8.762255168707835,-0.1742150046735691
11.578947368421051,0.9476794099713263,0.1101265662134087,8.605366012546567,-0.1883513330618052
12.631578947368421,0.9381910953967236,0.11100680784133883,8.451653674589696,-0.2030685825049367
13.68421052631579,0.9281576004020562,0.11189992777374673,8.294532613807592,-0.2170362318093951
14.736842105263158,0.9172634424793719,0.11288319781441791,8.1257747852552,-0.22822905305145474
15.789473684210526,0.9058932666447195,0.11384971578324683,7.956921634915694,-0.23958299388452375
16.842105263157894,0.8874644608974485,0.11454674723863702,7.747618175910137,-0.24450774226493444
17.894736842105264,0.8685570462696397,0.1149406180074703,7.556571917972373,-0.24946261080909363
18.94736842105263,0.8504081004548857,0.11545030111914943,7.366010241733625,-0.25354436262492336
20.0,0.8302704307680886,0.11579818100258939,7.169978177373293,-0.2561850978797675
