beta,CL,CL_stall,CD,CD_stall,CL/CD,CL/CD_stall,CS,CS_stall,CMx,CMx_stall,CMy,CMy_stall,CMz,CMz_stall
0,1.0025697150880613,1.0025697150881576,0.10386002856836833,0.1038600285683678,9.653085300550403,9.65308530055138,-9.115557371461284e-16,-2.7155298359357667e-16,-1.788795799032217e-15,-1.0003035425246336e-15,0.5874538897782061,0.5874538897782292,2.3439789137643844e-16,1.9637083712982596e-17
2,1.0008810415473803,1.0008810415473803,0.10416368992969376,0.10416368992969376,9.608732584482503,9.608732584482503,-0.03473736505738647,-0.03473736505738647,-0.04999696355616981,-0.04999696355616981,0.5861517926335248,0.5861517926335248,-0.008244124942947169,-0.008244124942947169
4,0.9957992270406425,0.9957992270406425,0.10506026309785059,0.10506026309785059,9.478362205443739,9.478362205443739,-0.0693401419653508,-0.0693401419653508,-0.09985324768788267,-0.09985324768788267,0.5822366772314764,0.5822366772314764,-0.01647309916472696,-0.01647309916472696
6,0.9873437318148106,0.9873437318148106,0.10635849123112291,0.10635849123112291,9.28316790118109,9.28316790118109,-0.1033220349754649,-0.1033220349754649,-0.14751923356697855,-0.14751923356697855,0.5757443704787302,0.5757443704787302,-0.025544709787526466,-0.025544709787526466
8,0.9753150845286389,0.9753150845286389,0.10818496780953125,0.10818496780953125,9.015255116087507,9.015255116087507,-0.13703346765003382,-0.13703346765003382,-0.19527285316639909,-0.19527285316639909,0.5664805441633542,0.5664805441633542,-0.034462291158165,-0.034462291158165
12,0.9399857463448194,0.9399857463448194,0.11157444542056005,0.11157444542056005,8.424740475309648,8.424740475309648,-0.20089854410855512,-0.20089854410855512,-0.285958664578122,-0.285958664578122,0.5401440477590602,0.5401440477590602,-0.05428697443957821,-0.05428697443957821
14,0.9173377461553294,0.9209641664670054,0.11298245869455156,0.11469081082144308,8.119293532417762,8.029973455334732,-0.23113578400834994,-0.23090438908972968,-0.3289616507077531,-0.32559347259559623,0.5232421379982275,0.5216171353643076,-0.06375524809392394,-0.06688401448279961
20,0.8079221477854452,0.8376463283693647,0.12364868181598113,0.12545331944566324,6.534013431601536,6.676956274020066,-0.2798089120649897,-0.3241833103860287,-0.39054479751411986,-0.45657439744110745,0.2771454122796789,0.4108378024787188,-0.2600593187099923,-0.10038651581913875
