channel,m1,c1,m2,c2,sideslip,vw,middle_alpha
C_S,0.0003364749609962153,0.04522427003026394,0.00012917435422363327,0.04576325160787265,-2.0,15.0,2.6
C_roll,3.768920884591931e-05,-0.059054063586796095,0.0007225940034888446,-0.060834816052867696,-2.0,15.0,2.6
C_pitch,-0.00572252592652402,0.3091635412740446,-0.004951379435080068,0.30715856039629036,-2.0,15.0,2.6
C_yaw,0.00042384608670503277,0.06948787658757401,0.0001724684910918242,0.07014145833616835,-2.0,15.0,2.6
C_L,0.0007408616852758877,0.2000344041294534,0.001216961597462182,0.19879654435776903,-2.0,20.0,2.6
C_D,-0.0005489995386741151,0.613799705397452,0.0011982635358604348,0.6092568214036622,-2.0,20.0,2.6
C_S,-5.198316552364953e-06,0.04322492203222045,8.789664438824784e-05,0.042982875133774856,-2.0,20.0,2.6
C_roll,0.0002290287569980764,-0.0583412079652485,0.0007569044204306609,-0.05971368469017322,-2.0,20.0,2.6
C_pitch,-0.00540660782083408,0.32028815027016916,-0.0055083415548419215,0.32055265797858956,-2.0,20.0,2.6
C_yaw,-3.14125412174615e-05,0.0664778116771591,0.00016930606202319591,0.06595594330873339,-2.0,20.0,2.6
C_L,0.0008534196077215483,0.20043979312828628,0.0006303106064586426,0.20101987653156983,-2.0,25.0,2.6
C_D,-0.00033883822079452475,0.6195373385738269,0.0005378264519543109,0.61725801042468,-2.0,25.0,2.6
C_S,0.0002835494817451683,0.04894424951562456,-0.00019827908718279076,0.050197003794837255,-2.0,25.0,2.6
C_roll,0.0002174303499887651,-0.05904836398575149,0.0007722145944560399,-0.060490803021366404,-2.0,25.0,2.6
C_pitch,-0.005841903834083604,0.32202209630426687,-0.004602890160630881,0.3188006607532898,-2.0,25.0,2.6
C_yaw,0.00035059586081450625,0.07124973998452479,-0.00011547306233169399,0.0724615191847049,-2.0,25.0,2.6
C_L,0.0035402166509249755,0.23157285602174346,0.0017153562469609427,0.23631749307204994,-0.0,5.0,2.6
C_D,0.00026757380762786883,0.6272663937888099,0.0019437464019017921,0.6229083450436976,-0.0,5.0,2.6
C_S,-0.0004084329344782434,-0.005316913049380567,0.0012563800112226342,-0.00964542670820285,-0.0,5.0,2.6
C_roll,-0.0008242614340056082,-0.035847258584417216,0.0011905602787947067,-0.04108579503769804,-0.0,5.0,2.6
C_pitch,-0.007564936888970284,0.2727922582303066,-0.004909023421630663,0.2658868832152236,-0.0,5.0,2.6
C_yaw,-0.0012625828217203722,-0.019139834807235134,0.0016971502451499942,-0.026835140781098086,-0.0,5.0,2.6
