channel,a,b,c,sideslip,vw
C_pitch,0.0,-0.01746652733720595,-1.087718058972839,-4.0,25.0
C_yaw,0.0,-0.0014154601019029465,-0.3050446242964225,-4.0,25.0
C_L,0.0,0.0032657994321789547,0.21819838571277816,-2.0,5.0
C_D,0.0,0.0008024014976380941,0.6471036911511195,-2.0,5.0
C_S,0.0,-0.0001758283798903769,-0.03811400695814077,-2.0,5.0
C_roll,0.0,-0.0018822148705180484,-0.0940076667281873,-2.0,5.0
C_pitch,0.0,-0.02463364082199916,-1.1798186578122714,-2.0,5.0
C_yaw,0.0,-0.0017499117883901722,-0.2070026649923678,-2.0,5.0
C_L,0.0,0.0013709775784655322,0.21334648864264408,-2.0,10.0
C_D,0.0,0.00015674939197494954,0.6320698482407847,-2.0,10.0
C_S,0.0,0.00010298033226481678,-0.022444500525052508,-2.0,10.0
C_roll,0.0,-0.0012499505906679955,-0.056363472880870555,-2.0,10.0
C_pitch,0.0,-0.0190366576588018,-1.1443999993761094,-2.0,10.0
C_yaw,0.0,-0.000692472492527135,-0.16430807246974166,-2.0,10.0
C_L,0.0,0.0006873815893641629,0.20994604205305117,-2.0,15.0
C_D,0.0,5.297876306230463e-05,0.6311313810494524,-2.0,15.0
C_S,0.0,0.0004051508149101498,-0.02565442767115799,-2.0,15.0
C_roll,0.0,-0.0008247396560769835,-0.05891532058024371,-2.0,15.0
C_pitch,0.0,-0.01710714970408864,-1.131036779556553,-2.0,15.0
C_yaw,0.0,0.00019958724899767451,-0.1755035426442284,-2.0,15.0
C_L,0.0,0.0007529054699478314,0.20000001054572536,-2.0,20.0
C_D,0.0,0.0001868004334451845,0.615403471895006,-2.0,20.0
C_S,0.0,0.00010995160041644309,-0.02668309663391347,-2.0,20.0
C_roll,0.0,-0.0012962565047668177,-0.05782940551260111,-2.0,20.0
C_pitch,0.0,-0.01701351565791422,-1.076334367843879,-2.0,20.0
C_yaw,0.0,-0.0005942191989869173,-0.17546536647749378,-2.0,20.0
C_L,0.0,0.0005199661900468301,0.20143650683468775,-2.0,25.0
C_D,0.0,8.828619738255481e-05,0.6216459387899865,-2.0,25.0
C_S,0.0,0.00024349938432258522,-0.023116760622350675,-2.0,25.0
C_roll,0.0,-0.0009549242767683274,-0.04776918668159539,-2.0,25.0
C_pitch,0.0,-0.01654747162411007,-1.0851055513137944,-2.0,25.0
C_yaw,0.0,-0.00023758261281178088,-0.16454553569288835,-2.0,25.0
C_L,0.0,0.002607579443719325,0.22484636423479576,0.0,5.0
C_D,0.0,0.001124220663312043,0.6334448177188802,0.0,5.0
C_S,0.0,0.0004424083095015848,0.0008196388653497145,0.0,5.0
C_roll,0.0,0.0011107781018496194,-0.02613771945972709,0.0,5.0
C_pitch,0.0,-0.02323071180565729,-1.192899676736316,0.0,5.0
C_yaw,0.0,0.000956617764206773,-0.006843519918742064,0.0,5.0
C_L,0.0,0.0011327814344407698,0.21227365270355406,0.0,10.0
C_D,0.0,0.00024326124932959193,0.627087745098408,0.0,10.0
C_S,0.0,0.0004450703322935165,0.013851622833230293,0.0,10.0
C_roll,0.0,0.0008777502535289443,0.0014978954844081201,0.0,10.0
C_pitch,0.0,-0.01860599074294252,-1.1439016035503733,0.0,10.0
C_yaw,0.0,0.0011612849999863475,0.02939186684988155,0.0,10.0
C_L,0.0,0.0006483391372468297,0.20448857013887917,0.0,15.0
C_D,0.0,-5.433041565572346e-05,0.6208421798162506,0.0,15.0
C_S,0.0,0.00029099005815113395,0.011425264302548657,0.0,15.0
C_roll,0.0,0.0005193871085438685,0.0016812376076376298,0.0,15.0
C_pitch,0.0,-0.016708397469563725,-1.111080537840538,0.0,15.0
C_yaw,0.0,0.0007320837492236928,0.022373106573400272,0.0,15.0
C_L,0.0,0.0007146626177290122,0.20057574420335025,0.0,20.0
C_D,0.0,4.3359717236394235e-05,0.6136364569140149,0.0,20.0
C_S,0.0,0.00019719959771907636,0.006903713821376152,0.0,20.0
C_roll,0.0,0.00032781141706503123,-0.0028887246249581847,0.0,20.0
C_pitch,0.0,-0.017140361898592985,-1.085522015763676,0.0,20.0
C_yaw,0.0,0.0004980429513346835,0.010335101756513868,0.0,20.0
C_L,0.0,0.000576618313852673,0.2001817564533713,0.0,25.0
C_D,0.0,8.31605956583311e-05,0.6195569276758378,0.0,25.0
C_S,0.0,0.00023922199138488127,0.008132647541099325,0.0,25.0
C_roll,0.0,0.0005739894816632644,-0.0003183242609284982,0.0,25.0
C_pitch,0.0,-0.016437991461475746,-1.0894722010860574,0.0,25.0
C_yaw,0.0,0.0006353845631934292,0.013544495447818237,0.0,25.0
C_L,0.0,0.0028376648270736476,0.20996996640021323,2.0,5.0
C_D,0.0,0.0009491513207430292,0.6391800296310246,2.0,5.0
C_S,0.0,-8.252528420577853e-05,0.05577691160525291,2.0,5.0
C_roll,0.0,0.0020992035477049777,0.06499036654185616,2.0,5.0
C_pitch,0.0,-0.023771964120143686,-1.140633909298532,2.0,5.0
C_yaw,0.0,0.0010667922309675582,0.23358303036467032,2.0,5.0
C_L,0.0,0.001128987021116973,0.21165372636186652,2.0,10.0
C_D,0.0,-9.264501338705104e-06,0.633794933014747,2.0,10.0
C_S,0.0,0.0001047807640780617,0.05137938482132779,2.0,10.0
C_roll,0.0,0.0019425452775514351,0.05706257077065831,2.0,10.0
C_pitch,0.0,-0.01795560409036006,-1.136583529798343,2.0,10.0
C_yaw,0.0,0.0010799158994589137,0.2276202285156102,2.0,10.0
C_L,0.0,0.0008426860750739905,0.20797849914102104,2.0,15.0
C_D,0.0,0.00011812837699388937,0.6284847736282114,2.0,15.0
C_S,0.0,0.00023052918096150984,0.04446015359381977,2.0,15.0
C_roll,0.0,0.002048047103949355,0.05100972200128894,2.0,15.0
C_pitch,0.0,-0.01746111554992335,-1.11740875649947,2.0,15.0
C_yaw,0.0,0.0015231217803585776,0.2101515366151028,2.0,15.0
C_L,0.0,0.0009841835807412938,0.20178932310414904,2.0,20.0
C_D,0.0,0.00034397975472701516,0.6202401710325013,2.0,20.0
C_S,0.0,4.2380021049772274e-05,0.043568072932318305,2.0,20.0
C_roll,0.0,0.001821595858512059,0.0483379449041058,2.0,20.0
C_pitch,0.0,-0.01815146860786104,-1.0859719427020496,2.0,20.0
C_yaw,0.0,0.001041600502774688,0.2057594538378069,2.0,20.0
C_L,0.0,0.00073939458126568,0.1996174064617066,2.0,25.0
C_D,0.0,0.000109201580097819,0.6227687516223768,2.0,25.0
C_S,0.0,3.729982346954007e-05,0.04716821453532117,2.0,25.0
C_roll,0.0,0.0018243511543832996,0.054072395345935116,2.0,25.0
C_pitch,0.0,-0.017071955864898365,-1.0794331669243638,2.0,25.0
C_yaw,0.0,0.0010328187947678633,0.21357340610752013,2.0,25.0
C_L,0.0,0.0033136645769075604,0.22348172418353401,4.0,5.0
C_D,0.0,0.0009361870802593602,0.6542056960952752,4.0,5.0
C_S,0.0,0.0002709470046010907,0.08360097804962945,4.0,5.0
C_roll,0.0,0.003703089417417776,0.13206500876037766,4.0,5.0
C_pitch,0.0,-0.02508462859233124,-1.162890079898456,4.0,5.0
C_yaw,0.0,0.002950373037564439,0.40423817856446637,4.0,5.0
C_L,0.0,0.0013891023146502506,0.21010424219576798,4.0,10.0
C_D,0.0,0.0001529316137628051,0.6470842310850864,4.0,10.0
C_S,0.0,0.0001962367518787485,0.06997402939341639,4.0,10.0
C_roll,0.0,0.00321898484101718,0.10114709758215021,4.0,10.0
C_pitch,0.0,-0.01873275389075634,-1.1218065103411472,4.0,10.0
C_yaw,0.0,0.0022360435871144374,0.37617360857275073,4.0,10.0
C_L,0.0,0.0009579320573698104,0.208287860149832,4.0,15.0
C_D,0.0,0.0002634738500491144,0.6444291403977681,4.0,15.0
C_S,0.0,0.0003557357056662656,0.06396521129420239,4.0,15.0
C_roll,0.0,0.0034033350507094665,0.09333186071555523,4.0,15.0
C_pitch,0.0,-0.01789324746797286,-1.11455602323106,4.0,15.0
C_yaw,0.0,0.002568032015201688,0.3639342751202616,4.0,15.0
C_L,0.0,0.0007434723773162806,0.20211706066598578,4.0,20.0
C_D,0.0,-8.726330151507823e-05,0.6357177388942133,4.0,20.0
C_S,0.0,-1.4045440694156493e-05,0.06076472009697679,4.0,20.0
C_roll,0.0,0.0027712649961680043,0.08754046719468508,4.0,20.0
C_pitch,0.0,-0.01680891221238308,-1.0799787742508264,4.0,20.0
C_yaw,0.0,0.0014443760790721915,0.3509890180722022,4.0,20.0
C_L,0.0,0.0005569541151955875,0.19703405131642196,4.0,25.0
C_D,0.0,-6.508534510613783e-05,0.6308515339287455,4.0,25.0
C_S,0.0,1.9889801591613296e-05,0.06458033856039005,4.0,25.0
C_roll,0.0,0.002946705193787768,0.09186577646901252,4.0,25.0
C_pitch,0.0,-0.016369568571475354,-1.0577583477526102,4.0,25.0
C_yaw,0.0,0.0016503818569817033,0.35523155168336595,4.0,25.0
C_L,0.0,0.002818038081668583,0.2138462874225894,6.0,5.0
C_D,0.0,0.0007208204777769498,0.6751218258411389,6.0,5.0
C_S,0.0,0.0002678793164208968,0.10372199239039251,6.0,5.0
C_roll,0.0,0.004978227983349256,0.18485950203232462,6.0,5.0
C_pitch,0.0,-0.023737104937411206,-1.1224900611657929,6.0,5.0
C_yaw,0.0,0.0041231408006783135,0.548497289479524,6.0,5.0
C_L,0.0,0.001260871890560034,0.2083292521811474,6.0,10.0
C_D,0.0,0.00015411346721994762,0.6663077369585603,6.0,10.0
C_S,0.0,0.000361394120203534,0.06978067853857185,6.0,10.0
C_roll,0.0,0.004046501709731734,0.1300963637761444,6.0,10.0
C_pitch,0.0,-0.0186855732074495,-1.1102957382602046,6.0,10.0
C_yaw,0.0,0.0034609090487331103,0.4816002696438621,6.0,10.0
C_L,0.0,0.0010027086907187723,0.20294210582947408,6.0,15.0
C_D,0.0,0.00048229024941295873,0.6586895628272087,6.0,15.0
C_S,0.0,0.00035208107342631794,0.06050571727682725,6.0,15.0
C_roll,0.0,0.0037323740287796415,0.11637516688830522,6.0,15.0
C_pitch,0.0,-0.018582667375017934,-1.0879461756173643,6.0,15.0
C_yaw,0.0,0.0034557148483701674,0.4600511375417348,6.0,15.0
C_L,0.0,0.0006816014476271016,0.19861807035754994,6.0,20.0
C_D,0.0,-0.00013953714385449824,0.6486621616234982,6.0,20.0
C_S,0.0,0.00020285914591883697,0.05879023866079396,6.0,20.0
C_roll,0.0,0.0035366216731799087,0.11204428934292432,6.0,20.0
C_pitch,0.0,-0.016727580414752367,-1.0588309864776628,6.0,20.0
C_yaw,0.0,0.0026565186493994705,0.44708830771031255,6.0,20.0
C_L,0.0,0.0005819102971797343,0.1946088308406779,6.0,25.0
C_D,0.0,-2.676733517309273e-05,0.6533073449513407,6.0,25.0
C_S,0.0,0.0001324382887120607,0.06518560277888712,6.0,25.0
C_roll,0.0,0.003598530965066728,0.11718601404867994,6.0,25.0
C_pitch,0.0,-0.01673857734522142,-1.0487322864663282,6.0,25.0
C_yaw,0.0,0.0026057137787383546,0.4588594828791106,6.0,25.0
C_L,0.0,0.003034238807763583,0.2058492938466023,8.0,5.0
C_D,0.0,0.0009216396124873834,0.6957993151418738,8.0,5.0
C_S,0.0,0.00020784577415303656,0.1033036680143327,8.0,5.0
C_roll,0.0,0.005836652668375531,0.21503101679647801,8.0,5.0
C_pitch,0.0,-0.024674808194945722,-1.0824118429373828,8.0,5.0
C_yaw,0.0,0.005293686784193871,0.6601683235243047,8.0,5.0
C_L,0.0,0.0014833791945752098,0.2007130382740317,8.0,10.0
C_D,0.0,0.0004311084867379642,0.6932135627992433,8.0,10.0
C_S,0.0,0.00044925935344408696,0.06719202288950725,8.0,10.0
C_roll,0.0,0.004749224617127933,0.13889898145423882,8.0,10.0
C_pitch,0.0,-0.020020945665316967,-1.0788850780377222,8.0,10.0
C_yaw,0.0,0.004650626780395522,0.5775443307951241,8.0,10.0
C_L,0.0,0.0011552853922727412,0.20340065168334268,8.0,15.0
C_D,0.0,0.0006243998957130011,0.6914064710879193,8.0,15.0
C_S,0.0,0.00041436518729246857,0.058958193271302674,8.0,15.0
C_roll,0.0,0.0045298137920187906,0.12190446065251884,8.0,15.0
