Filename,sample index,Date,Folder,config,aoa,vw_actual,Dpa,Pressure,Temp,Density,vw,sideslip,C_D,C_S,C_L,C_roll,C_pitch,C_yaw,C_D_std,C_S_std,C_L_std,C_roll_std,C_pitch_std,C_yaw_std,SNR(Fx),SNR(Fy),SNR(Fz),SNR(Mx),SNR(My),SNR(Mz),aoa_kite,dyn_vis,Rey
normal_aoa_04_vw_05,0,9-4-2024,data/,normal,4.25,4.98,11.56,1005.62,22.6,1.185,5,0.0,0.04662355720912924,0.1428282365865879,0.03533235140561847,0.25531614759396687,-0.09581276933578195,0.3777823618761574,0.19789873017646945,0.09694296326148588,0.7315844253530835,0.32413787326349275,1.9180079476333132,0.2648339063108758,37.532854821537796,25.229128437847482,55.88254987007584,20.389097514581675,61.58196297068811,10.425738723172781,-3.0,1.686221363405863e-05,139988.7376134398
normal_aoa_04_vw_10,0,9-4-2024,data/,normal,4.25,10.0,46.6,1005.66,22.7,1.184,10,0.0,0.04061848752759923,0.025007056591741492,-0.006176492724327798,0.0484013058246031,-0.005648073184590529,0.06959688999365206,0.07658457169424682,0.08785454188616222,0.2298366072595598,0.2161897597026763,0.6009709157498727,0.20458068862898418,46.16089419123789,23.5144108390263,55.84086411331946,18.92876765575127,60.99855848415228,21.300922548952816,-3.0,1.6860912747346625e-05,280886.33580915106
normal_aoa_04_vw_15,0,9-4-2024,data/,normal,4.25,15.02,104.56,1005.75,23.3,1.182,15,0.0,0.04453539058628104,0.009520606872937635,-0.008942729041713561,0.01961974530705173,-0.010693613787252922,0.03563446413297056,0.07373875069200711,0.08859995398336504,0.12179979200732238,0.2577035852611379,0.34879484774223185,0.22815709982973809,52.362860741439285,23.87419156682596,55.77112569909153,17.176427431029776,59.931038667628414,26.337726240652064,-3.0,1.685311076644355e-05,421373.6026787293
normal_aoa_04_vw_20,0,9-4-2024,data/,normal,4.25,20.0,186.0,1005.85,24.6,1.177,20,0.0,0.04454023561300772,0.00010606917025703496,0.000653299484293287,-0.0004990019712505905,-0.003686651438349546,0.013115852542293206,0.07221320327613419,0.10382887974843036,0.1047042351961511,0.3116526306461552,0.3220159428438919,0.26635821393042936,56.900219779523816,28.491309203180716,55.663351731800255,17.88289284618424,58.1090697506299,29.521565818788886,-3.0,1.683622621601398e-05,559270.2235756288
normal_aoa_04_vw_25,0,9-4-2024,data/,normal,4.25,25.1,289.0,1005.8,25.5,1.173,25,0.0,0.04240543270810848,-0.003257940699379464,0.009337696726371494,-0.002659902325721639,-0.005314086235326987,0.0022807362899503938,0.07914813887279465,0.15049136439822633,0.18240279726830858,0.4726834273116891,0.5339192829734535,0.3933686438804974,60.70085218692861,35.12013248859225,55.50193957392383,19.38904648370035,54.79557741358624,31.47350631740099,-3.0,1.682455285032152e-05,699984.1306198485
normal_aoa_05_vw_05,0,8-4-2024,data/,normal,5.0,5.02,11.86,1010.22,20.6,1.198,5,0.0,0.07622598464436213,0.16588057446379495,0.006387226829111004,0.2964351186244885,0.06647683699319706,0.41643980726087876,0.17881405855210122,0.07881037243718919,0.3413201316502838,0.23093813069859934,0.9159763162439911,0.242951851421503,37.90490617862899,24.868310507849532,55.88421785069673,20.2180230073636,61.55124729945377,13.523253699660613,-2.25,1.6888264519618945e-05,142441.1606773126
normal_aoa_05_vw_10,0,8-4-2024,data/,normal,5.0,10.0,47.11,1010.18,20.9,1.197,10,0.0,0.04904299137605428,0.03253713674182059,0.039739052587776685,0.06262852990837924,0.031150854145377816,0.09127712534950239,0.07052427888025668,0.08667922034892733,0.25489263770754667,0.2240980403892014,0.6555402028587645,0.20939126550757722,46.33757115842745,22.880927938935447,55.82606345188488,18.59554741559682,60.87814569198805,20.640430906341315,-2.25,1.688435288119596e-05,283576.1627164508
normal_aoa_05_vw_15,0,8-4-2024,data/,normal,5.0,15.01,106.01,1010.2,21.6,1.194,15,0.0,0.05028060832096162,0.020918057295411106,0.04952685755908457,0.03312841024916905,0.0006263781606085066,0.061859891438115704,0.06809668875948131,0.0936064989540158,0.13253751940021488,0.27667313468975974,0.35980115827659165,0.23797370083587097,52.50726830911895,23.31861508246763,55.729629319720985,15.842334378496318,59.62806591488814,25.747525602419078,-2.25,1.6875231207438334e-05,424810.53514929727
normal_aoa_05_vw_20,0,8-4-2024,data/,normal,5.0,20.03,188.3,1010.24,22.5,1.19,20,0.0,0.053471366454861995,0.004415718772145617,0.06955087536026106,0.007097566694725401,-0.025898836671404742,0.033536667633647085,0.07441417320153727,0.092121794272847,0.08397999590632951,0.2759987194950489,0.25049126929844723,0.23736704073543777,57.12550351326041,27.445878008845675,55.574827528872184,16.916607410821122,57.38877670848675,29.258337402208138,-2.25,1.686351467945045e-05,565379.173987869
normal_aoa_05_vw_25,0,8-4-2024,data/,normal,5.0,25.02,292.56,1010.24,24.5,1.182,25,0.0,0.04309028130939299,-0.0002867815392683555,0.06907741135139152,0.0002067938294514003,0.0009341890702421648,0.02594915085971846,0.08655436629107115,0.17272281683313642,0.19690945507037563,0.5517925262440194,0.564840454957426,0.45279664081137494,60.70867329433528,36.11113125633602,55.383024518891915,19.499532707028155,53.40892630438616,31.73869010705542,-2.25,1.683752406404126e-05,702565.05380523
normal_aoa_10_vw_05,0,5-4-2024,data/,normal,9.6,4.96,11.46,1004.46,22.3,1.184,5,20.0,0.07641079260705459,0.15390903376133633,0.40340026270640456,0.08343091099454476,0.011978218177608278,-0.26264351253782936,0.12427085379592687,0.0995504236242881,0.7482719283163541,0.29704076971305865,1.9506725485398346,0.24921730049333754,37.90647922375577,10.131915426311647,55.855147181994475,5.140639886464728,61.39882013562484,37.03375823079452,2.3499999999999996,1.686611724576365e-05,139276.63170905708
normal_aoa_10_vw_05,1,5-4-2024,data/,normal,9.6,4.96,11.43,1004.43,22.3,1.184,5,14.0,0.05978647907991505,0.14573178472762824,0.3948333043443744,0.11148915527129351,0.07201629813848756,-0.1804357650795972,0.09713937856894489,0.10561565086745242,0.7321354792866095,0.2713331998850886,1.9130142792158578,0.4236171919270334,37.88407203157334,8.742085192810466,55.85603989090406,4.653633626315228,61.40018855092464,33.549961144306835,2.3499999999999996,1.686611724576365e-05,139276.63170905708
normal_aoa_10_vw_05,2,5-4-2024,data/,normal,9.6,4.96,11.47,1004.42,22.3,1.184,5,12.0,0.03972462244392186,0.13545879786286186,0.41511934329077893,0.11826010230326753,0.0789941750048517,-0.1530961701623618,0.09822215005698841,0.09265170389397757,0.7645238468987381,0.26434645835529724,1.9978179105085958,0.3836803792852952,37.753600102415184,15.195754625869256,55.85495398842958,9.531366311266172,61.4014324032577,32.16289341086837,2.3499999999999996,1.686611724576365e-05,139276.63170905708
normal_aoa_10_vw_05,3,5-4-2024,data/,normal,9.6,4.96,11.48,1004.44,22.4,1.184,5,10.0,0.03523928535165081,0.14889186098834778,0.41771960329539237,0.14006691792875345,0.08928207482817445,-0.0864498829066103,0.09805306947471838,0.1095757129444931,0.7401945387022006,0.26437830742621643,1.9332217181515832,0.2618822157746412,37.68351112800745,18.107625648675867,55.85490784975611,12.244606674130385,61.40491036988494,30.930037219525737,2.3499999999999996,1.6864815883394702e-05,139287.37889827238
normal_aoa_10_vw_05,4,5-4-2024,data/,normal,9.6,4.96,11.49,1004.5,22.4,1.184,5,8.0,0.03140396444765129,0.1710093950452932,0.427763719471704,0.15180746314654547,0.04119624643036861,0.01421774204068079,0.11335215685069143,0.11019038506727659,0.7736820126888224,0.2822320926596871,2.0148435431095715,0.32601960178154843,37.586190379777406,19.615789685752894,55.85445162062444,13.95316044957967,61.41363355785573,28.86767577887582,2.3499999999999996,1.6864815883394702e-05,139287.37889827238
normal_aoa_10_vw_05,5,5-4-2024,data/,normal,9.6,4.97,11.43,1004.47,22.4,1.184,5,6.0,0.038575486931049646,0.133693177975385,0.43443170800576597,0.13691662589416725,0.013436167403704905,0.031040696221138885,0.11591026510473319,0.09931872350749209,0.757891697873429,0.2665185571592774,1.984051168410836,0.3555374691471127,37.57675875141657,21.459701071980977,55.853144623976306,16.00882330110143,61.41417952394275,25.525454251987487,2.3499999999999996,1.6864815883394702e-05,139568.2002266963
normal_aoa_10_vw_05,6,5-4-2024,data/,normal,9.6,4.96,11.45,1004.46,22.5,1.184,5,4.0,0.04572299808886155,0.09351998213058188,0.42068525964469194,0.11067477038217324,0.0580301184375392,0.02901858996084252,0.13362804623330055,0.10091874496345202,0.7481098287493113,0.26316383764955226,1.9511994101751988,0.25948087548372223,37.52327840521058,23.152984757269405,55.8534453641923,17.953873827290128,61.41476685374304,21.818166091973975,2.3499999999999996,1.686351467945045e-05,139298.12643757556
