alpha,cl,cd,cm
-40.0,0.6330222215594888,-0.5311687126375895,-9.281751168455886
-38.9873417721519,0.6153424163445296,-0.4980694109881914,-8.813055940265857
-37.9746835443038,0.5969040154499681,-0.4659279368424818,-8.356378538439673
-36.962025316455694,0.5777725827252488,-0.4347827824454261,-7.911718962977333
-35.949367088607595,0.5580153223602629,-0.404668919340996,-7.479077213878844
-34.936708860759495,0.5377008857962504,-0.3756177164972447,-7.058453291144202
-33.924050632911396,0.5168991746662465,-0.3476568687771767,-6.649847194773406
-32.91139240506329,0.4956811403202302,-0.3208103359512567,-6.253258924766454
-31.89873417721519,0.4741185804997126,-0.2950982924177154,-5.868688481123353
-30.88607594936709,0.4522839337344755,-0.2705370877666447,-5.496135863844098
-29.873417721518987,0.4302500720405449,-0.2471392182933313,-5.135601072928688
-28.860759493670887,0.4080900925032293,-0.224913309535442,-4.787084108377128
-27.848101265822784,0.3858771083321493,-0.2038641098776273,-4.4505849701894125
-26.83544303797468,0.3636840399766395,-0.1839924952359425,-4.126103658365545
-25.82278481012658,0.3415834068897013,-0.1652954848032896,-3.813640172905524
-24.81012658227848,0.3196471205268249,-0.1477662678059335,-3.513194513809349
-23.79746835443038,0.2979462791625024,-0.1313942411901474,-3.224766681077024
-22.784810126582276,0.2765509651020994,-0.116165058127268,-2.948356674708544
-21.772151898734176,0.2555300448599976,-0.1020606871949819,-2.6839644947039103
-20.759493670886073,0.2349509728665396,-0.0890594820626104,-2.431590141063124
-19.746835443037973,-1.6045673697276897,0.1730283815631132,-2.1912336137861854
-18.73417721518987,-1.7116269464371587,0.1600170039456925,-1.962894912873094
-17.72151898734177,-1.7869691356740884,0.1476904356765571,-1.7465740383238484
-16.708860759493668,-1.8323809546412204,0.136048676755707,-1.5422709901384497
-15.696202531645568,-1.8496494205412968,0.1250917271831422,-1.349985768316899
-14.683544303797467,-1.8405615505770625,0.1148195869588628,-1.169718372859195
-13.670886075949365,-1.8069043619512577,0.1052322560828686,-1.0014688037653374
-12.658227848101259,-1.750464871866626,0.0963297345551597,-0.8452370610353268
-11.645569620253163,-1.6730300975259111,0.0881120223757361,-0.7010231446691637
-10.632911392405061,-1.5763870561318538,0.0805791195445979,-0.5688270546668475
-9.62025316455696,-1.4623227648871977,0.0737310260617448,-0.4486487910283777
-8.607594936708852,-1.332624240994685,0.0675677419271772,-0.3404883537537549
-7.594936708860757,-1.1890785016570582,0.0620892671408948,-0.2443457428429795
-6.582278481012656,-1.033472564077061,0.0572956017028977,-0.1602209582960511
-5.569620253164555,-0.8675934454574353,0.0531867456131859,-0.0881140001129694
-4.556962025316447,-0.6932281630009224,0.0497626988717594,-0.0280248682937344
-3.5443037974683516,-0.5121637339102674,0.0470234614786182,0.0200464371616531
-2.5316455696202507,-0.3261871753882119,0.0449690334337623,0.0560999162531939
-1.5189873417721433,-0.137085504637497,0.0435994147371917,0.0801355689808879
-0.506329113924042,0.0533542611391318,0.0429146053889065,0.0921533953447348
0.5063291139240478,0.2433451047389336,0.0429146053889065,0.0921533953447348
1.5189873417721491,0.4311000089591655,0.0435994147371917,0.0801355689808878
2.5316455696202507,0.614831956597085,0.0449690334337623,0.0560999162531939
3.5443037974683578,0.7927539304499505,0.0470234614786182,0.0200464371616528
4.5569620253164524,0.9630789133150172,0.0497626988717594,-0.0280248682937348
5.569620253164555,1.124019887989543,0.0531867456131859,-0.0881140001129694
6.582278481012661,1.273789837270788,0.0572956017028977,-0.1602209582960516
7.5949367088607636,1.4106017439560057,0.0620892671408948,-0.2443457428429802
8.607594936708864,1.532668590842455,0.0675677419271772,-0.3404883537537557
9.62025316455696,1.638203360727394,0.0737310260617448,-0.448648791028378
10.632911392405061,1.7254190364080793,0.0805791195445979,-0.5688270546668475
11.645569620253168,1.792528600681769,0.0881120223757362,-0.7010231446691648
12.65822784810127,1.8377450363457195,0.0963297345551597,-0.8452370610353279
13.670886075949365,1.859281326197189,0.1052322560828686,-1.001468803765338
14.683544303797476,1.8553504530334344,0.1148195869588628,-1.1697183728591964
15.696202531645575,1.8241653996517129,0.1250917271831423,-1.3499857683169003
16.708860759493675,1.7639391488492828,0.1360486767557071,-1.5422709901384513
17.72151898734177,1.6728846834234008,0.1476904356765571,-1.7465740383238493
18.73417721518987,1.5492149861713242,0.1600170039456925,-1.962894912873094
19.74683544303798,1.3911430398903093,0.1730283815631133,-2.191233613786188
20.75949367088608,0.2349509728665397,0.0890594820626105,-2.431590141063125
21.772151898734183,0.2555300448599977,0.102060687194982,-2.6839644947039125
22.784810126582283,0.2765509651020995,0.1161650581272681,-2.9483566747085463
23.797468354430382,0.2979462791625026,0.1313942411901475,-3.2247666810770257
24.810126582278485,0.3196471205268251,0.1477662678059336,-3.5131945138093523
25.822784810126592,0.3415834068897015,0.1652954848032898,-3.813640172905527
26.83544303797468,0.3636840399766395,0.1839924952359425,-4.126103658365545
27.848101265822788,0.3858771083321494,0.2038641098776274,-4.450584970189414
28.860759493670887,0.4080900925032293,0.224913309535442,-4.787084108377128
29.873417721518994,0.4302500720405451,0.2471392182933315,-5.135601072928692
30.886075949367093,0.4522839337344757,0.2705370877666449,-5.496135863844098
31.89873417721519,0.4741185804997126,0.2950982924177154,-5.868688481123353
32.911392405063296,0.4956811403202304,0.3208103359512569,-6.253258924766457
33.9240506329114,0.5168991746662468,0.3476568687771771,-6.649847194773409
34.936708860759495,0.5377008857962504,0.3756177164972447,-7.058453291144202
35.9493670886076,0.5580153223602631,0.4046689193409962,-7.479077213878847
