Date;Folder;Filename;config;aoa;sideslip;vw;Dpa;Pressure;Temp;Density;;rows;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_20;without;9,85;-10;19,98;184,7;1004,86;24,6;1,176;;14;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_20;without;9,85;-12;19,99;184,5;1004,83;24,6;1,175;;15;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_20;without;9,85;-14;19,99;186,1;1004,81;24,7;1,175;;16;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_20;without;9,85;-20;20,01;185,4;1004,82;24,8;1,175;;17;;;;;;;;;
;;;;;;maybe use average wind speed for postprocessing as the values in this measurement set changed much faster and the instantaneously written down value changed the next moment already;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-20;25,13;287,4;1004,71;26;1,17;;1;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-14;24,95;287,1;10047,71;26,3;1,169;;2;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-12;24,9;285,83;1004,74;26,5;1,168;;3;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-10;24,97;290,01;1004,7;26,7;1,167;;4;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-8;24,84;284,2;1004,7;26,9;1,166;;5;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-6;25,04;284,1;1004,71;27;1,166;;6;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-4;24,96;287,4;1004,71;27,2;1,165;;7;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;-2;24,98;284,3;1004,69;27,6;1,163;;8;;Vibrates way more, than others!;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;0;24,71;284,88;1004,71;27,8;1,163;;9;;Also;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;2;24,98;286,7;1004,67;28;1,162;;10;;Also;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;4;24,97;281,3;1004,7;28,1;1,162;;11;;Also;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;6;24,98;284,4;1004,72;28,2;1,161;;12;;Also;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;8;24,9;286,4;1004,73;28,4;1,161;;13;;..;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;10;24,9;280,05;1004,73;28,6;1,16;;14;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;12;24,93;284,01;1004,69;28,7;1,16;;15;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;14;24,77;281,01;1004,7;28,8;1,159;;16;;;;;;;;;
5-4-2024;data/;without_aoa_10_vw_25;without;9,85;20;24,88;282,1;1004,67;28,9;1,159;;17;;;;;;;;;
;;;;;;maybe use average wind speed for postprocessing as the values in this measurement set changed much faster and the instantaneously written down value changed the next moment already;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-20;0;-0,2;1004,34;22,6;1,183;;1;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-14;0;-0,16;1004,39;22,6;1,183;;2;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-12;0;-0,17;1004,36;22,6;1,183;;3;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-10;0;-0,19;1004,29;22,6;1,183;;4;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-8;0;-0,16;1004,34;22,6;1,183;;5;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-6;0;-0,2;1004,37;22,6;1,183;;6;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-4;0;-0,18;1004,37;22,6;1,183;;7;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;-2;0;-0,2;1004,41;22,6;1,183;;8;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;0;0;-0,17;1004,38;22,6;1,183;;9;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;2;0;-0,18;1004,37;22,6;1,183;;10;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;4;0;-0,16;1004,37;22,6;1,183;;11;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;6;0;-0,18;1004,4;22,6;1,183;;12;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;8;0;-0,17;1004,42;22,6;1,183;;13;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;10;0;-0,2;1004,4;22,6;1,183;;14;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;12;0;-0,18;1004,43;22,6;1,183;;15;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;14;0;-0,16;1004,44;22,6;1,183;;16;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_00;normal;9,6;20;0;-0,2;1004,45;22,6;1,183;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;20;4,96;11,46;1004,46;22,3;1,184;;1;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;14;4,96;11,43;1004,43;22,3;1,184;;2;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;12;4,96;11,47;1004,42;22,3;1,184;;3;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;10;4,96;11,48;1004,44;22,4;1,184;;4;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;8;4,96;11,49;1004,5;22,4;1,184;;5;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;6;4,97;11,43;1004,47;22,4;1,184;;6;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;4;4,96;11,45;1004,46;22,5;1,184;;7;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;2;4,96;11,48;1004,48;22,4;1,184;;8;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;0;4,96;11,47;1004,45;22,5;1,184;;9;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-2;4,96;11,45;1004,44;22,4;1,184;;10;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-4;4,96;11,47;1004,46;22,5;1,184;;11;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-6;4,96;11,43;1004,43;22,5;1,184;;12;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-8;4,96;11,47;1004,45;22,5;1,184;;13;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-10;4,96;11,47;1004,42;22,5;1,184;;14;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-12;4,96;11,45;1004,46;22,5;1,184;;15;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-14;4,96;11,49;1004,47;22,5;1,184;;16;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_05;normal;9,6;-20;4,96;11,47;1004,51;22,5;1,184;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-20;10,01;46,63;1004,73;23,4;1,18;;1;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-14;10,01;46,6;1004,76;23,4;1,181;;2;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-12;10,01;46,68;1004,79;23,3;1,181;;3;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-10;10,01;46,64;1004,75;23,3;1,181;;4;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-8;10,01;46,66;1004,8;23,3;1,181;;5;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-6;10,01;46,7;1004,81;23,3;1,181;;6;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-4;10,01;46,62;1004,77;23,3;1,181;;7;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;-2;10,01;46,65;1004,79;23,3;1,181;;8;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;0;10,01;46,64;1004,8;23,3;1,181;;9;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;2;10,01;46,7;1004,8;23,3;1,181;;10;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;4;10,01;46,72;1004,8;23,3;1,181;;11;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;6;10,01;46,72;1004,83;23,3;1,181;;12;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;8;10,01;46,71;1004,87;23,3;1,181;;13;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;10;10,01;46,72;1004,86;23,3;1,181;;14;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;12;10,01;46,72;1004,86;23,3;1,181;;15;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;14;10,01;46,65;1004,87;23,3;1,181;;16;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_10;normal;9,6;20;10,01;46,7;1004,85;23,3;1,181;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;20;15;104,52;1004,8;23,7;1,179;;1;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;14;15;104,5;1004,82;23,8;1,179;;2;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;12;15;104,49;1004,81;23,9;1,179;;3;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;10;15;104,48;1004,83;23,9;1,178;;4;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;8;15;104,42;1004,82;24;1,178;;5;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;6;15;104,47;1004,89;24;1,178;;6;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;4;15;104,53;1004,87;24;1,178;;7;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;2;15;104,43;1004,91;24,1;1,178;;8;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;0;15;104,42;1004,95;24,1;1,178;;9;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-2;15;104,51;1004,94;24,1;1,178;;10;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-4;15;104,36;1004,98;24,2;1,178;;11;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-6;15;104,41;1005;24,2;1,177;;12;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-8;15;104,33;1005,02;24,2;1,177;;13;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-10;15;104,39;1004,99;24,2;1,177;;14;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-12;15;104,44;1004,99;24,3;1,177;;15;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-14;15;104,29;1005,01;24,3;1,177;;16;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_15;normal;9,6;-20;15;104,22;1004,99;24,3;1,177;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-20;20,06;184,5;1005,03;25,2;1,173;;1;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-14;19,94;184,5;1005,01;25,3;1,173;;2;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-12;19,99;185,37;1005,05;25,4;1,173;;3;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-10;19,98;184,2;1005,05;25,5;1,172;;4;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-8;20,01;185,3;1005,08;25,6;1,172;;5;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-6;20,03;183,5;1005,07;25,6;1,172;;6;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-4;20,02;186,2;1005,05;25,8;1,171;;7;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;-2;19,98;186,5;1005,14;25,8;1,171;;8;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;0;20,02;184,02;1005,14;25,9;1,171;;9;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;2;20,01;184,5;1005,11;26;1,171;;10;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;4;20,02;184;1005,16;26;1,171;;11;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;6;19,97;184;1005,11;26,1;1,17;;12;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;8;20,01;184,5;1005,09;26,1;1,17;;13;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;10;20,03;183,4;1005,14;26,3;1,17;;14;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;12;20,04;18,5;1005,15;26,3;1,169;;15;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;14;19,92;184;1005,18;26,3;1,169;;16;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_20;normal;9,6;20;19,94;182,4;1005,25;26,4;1,169;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;20;25,11;285,5;1005,37;28,2;1,162;;1;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;14;24,94;286,2;1005,46;28,6;1,161;;2;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;12;24,9;281;1005,48;28,8;1,16;;3;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;10;24,8;284;1005,4;29;1,159;;4;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;8;24,9;281,5;1005,49;29,2;1,159;;5;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;6;24,88;280,1;1005,33;29,4;1,158;;6;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;4;24,9;282,5;1005,33;29,5;1,157;;7;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;2;24,81;282,1;1005,43;30,1;1,155;;8;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;0;24,8;280;1005,38;30,4;1,154;;9;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-2;24,9;280;1005,42;30,5;1,154;;10;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-4;24,8;283;1005,46;30,6;1,153;;11;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-6;24,9;280;1005,47;30,7;1,153;;12;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-8;24,89;279;1005,5;30,8;1,152;;13;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-10;24,84;278;1005,59;30,9;1,152;;14;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-12;24,8;280;1005,64;31;1,152;;15;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-14;24,7;281;1005,57;31;1,152;;16;;;;;;;;;
5-4-2024;data/;normal_aoa_10_vw_25;normal;9,6;-20;24,8;281;1005,62;31,2;1,151;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;20;0,9;-0,47;1006,03;26,6;1,169;;1;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;14;0,65;-0,37;1006,05;26,6;1,169;;2;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;12;0,83;-0,39;1006,04;26,6;1,169;;3;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;10;1,01;-0,24;1006,08;26,6;1,169;;4;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;8;0,43;-0,22;1006,13;26,6;1,169;;5;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;6;0,89;-0,39;1006,15;26,6;1,169;;6;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;4;1,05;-0,42;1006,01;26,6;1,169;;7;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;2;0,98;-0,43;1006,11;26,6;1,169;;8;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;0;0,87;-0,4;1006,11;26,6;1,169;;9;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-2;0,95;-0,43;1006,02;26,6;1,169;;10;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-4;1,04;-0,45;1005,99;26,6;1,169;;11;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-6;0,87;-0,41;1006,06;26,6;1,169;;12;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-8;0,88;-0,43;1006,25;26,5;1,169;;13;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-10;0,91;-0,41;1006,07;26,6;1,17;;14;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-12;0,91;-0,41;1006,08;26,5;1,17;;15;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-14;0,96;-0,42;1006,03;26,5;1,17;;16;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_00;without;25,1;-20;0,84;-0,35;1006,14;26,4;1,17;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-20;4,98;11,38;1006,03;25,5;1,173;;1;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-14;4,98;11,41;1006,04;25,5;1,173;;2;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-12;4,98;11,45;1006,02;25,5;1,173;;3;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-10;4,99;11,47;1006,1;25,5;1,174;;4;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-8;4,97;11,39;1006,03;25,5;1,173;;5;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-6;5;11,42;1006,02;25,5;1,173;;6;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-4;5;11,53;1006,08;25,5;1,174;;7;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;-2;4,99;11,43;1006,09;25,5;1,174;;8;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;0;4,97;11,43;1006,05;25,5;1,174;;9;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;2;4,98;11,45;1006,1;25,5;1,174;;10;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;4;4,99;11,43;1006,08;25,5;1,174;;11;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;6;4,98;11,51;1006,16;25,5;1,174;;12;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;8;4,98;11,5;1006,1;25,5;1,174;;13;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;10;4,99;11,4;1006,1;25,5;1,174;;14;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;12;4,97;11,52;1006,13;25,5;1,174;;15;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;14;4,99;11,47;1006,14;25,5;1,174;;16;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_05;without;25,1;20;4,99;11,47;1006,1;25,5;1,174;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;20;9,98;46,1;1005,98;25,6;1,173;;1;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;14;9,97;45,99;1006;25,7;1,173;;2;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;12;9,98;46,05;1006,01;25,7;1,173;;3;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;10;9,99;46,07;1006,07;25,7;1,173;;4;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;8;9,99;46,12;1006,1;25,7;1,173;;5;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;6;9,99;46,15;1006,1;25,7;1,173;;6;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;4;9,99;46,05;1006,1;25,7;1,173;;7;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;2;10;46,15;1006,2;25,7;1,173;;8;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;0;9,98;46,11;1006,08;25,7;1,173;;9;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-2;9,99;45,95;1006,08;25,7;1,173;;10;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-4;9,99;46,11;1006,08;25,7;1,173;;11;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-6;10;46,19;1006,06;25,7;1,173;;12;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-8;9,99;46,17;1006,18;25,7;1,173;;13;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-10;9,98;46,11;1006,08;25,7;1,173;;14;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-12;9,99;46,1;1006,05;25,7;1,173;;15;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-14;9,98;46,07;1006,15;25,7;1,173;;16;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_10;without;25,1;-20;9,99;46,07;1006,14;25,7;1,173;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-20;14,99;103,59;1006,12;26,1;1,171;;1;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-14;14,99;103,65;1006,18;26,2;1,171;;2;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-12;14,99;103,64;1006,17;26,3;1,171;;3;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-10;14,98;103,56;1006,18;26,3;1,17;;4;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-8;15;103,72;1006,2;26,3;1,17;;5;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-6;14,99;103,47;1006,19;26,4;1,17;;6;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-4;14,95;103,14;1006,16;26,4;1,17;;7;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;-2;14,94;103,13;1006,19;26,5;1,17;;8;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;0;14,96;103,09;1006,17;26,5;1,17;;9;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;2;14,96;103,15;1006,2;26,5;1,17;;10;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;4;14,96;103,05;1006,16;26,5;1,17;;11;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;6;14,96;103,1;1006,24;26,5;1,17;;12;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;8;14,95;102,96;1006,17;26,6;1,17;;13;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;10;14,95;102,93;1006,25;26,6;1,17;;14;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;12;14,95;103,09;1006,19;26,6;1,169;;15;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;14;14,94;102,8;1006,23;26,7;1,169;;16;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_15;without;25,1;20;14,95;102,99;1006,32;26,7;1,169;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;20;19,9;181,25;1006,28;27,8;1,165;;1;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;14;19,97;183,12;1006,33;27,9;1,164;;2;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;12;19,93;182;1006,35;28,1;1,164;;3;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;10;20,05;183;1006,33;28,1;1,164;;4;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;8;19,98;183;1006,33;28,2;1,163;;5;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;6;20,08;182;1006,36;28,2;1,163;;6;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;4;20,01;182;1006,35;28,3;1,163;;7;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;2;19,96;182;1006,4;28,3;1,163;;8;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;0;19,98;183;1006,41;28,4;1,163;;9;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-2;20,01;183;1006,31;28,5;1,162;;10;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-4;20,02;182;1006,4;28,5;1,162;;11;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-6;20,04;183;1006,38;28,6;1,162;;12;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-8;20,03;183;1006,34;28,6;1,162;;13;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-10;19,95;183;1006,35;28,7;1,162;;14;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-12;19,97;184;1006,38;28,7;1,161;;15;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-14;19,98;181;1006,4;28,8;1,161;;16;;;;;;;;;
5-4-2024;data/;without_aoa_25_vw_20;without;25,1;-20;20;181;1006,33;28,9;1,161;;17;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
