Filename,sample index,Date,Folder,config,aoa,vw_actual,Dpa,Pressure,Temp,Density,vw,SNR_F_X,SNR_F_Y,SNR_F_Z,SNR_M_X,SNR_M_Y,SNR_M_Z,F_X_load_ratio,F_Y_load_ratio,F_Z_load_ratio,M_X_load_ratio,M_Y_load_ratio,M_Z_load_ratio,sideslip,C_D,C_S,C_L,C_roll,C_pitch,C_yaw,C_D_std,C_S_std,C_L_std,C_roll_std,C_pitch_std,C_yaw_std,aoa_kite,dyn_vis,Rey
normal_aoa_12_vw_05,12,6-4-2024,data/,normal,12.0,4.98,11.39,1006.19,26.2,1.171,5,0.21696482829638172,0.5704923106920534,0.5370315874932473,0.5904481262940459,0.576851308850066,1.0166071560419947,0.0007675934410875285,0.00031891822280056425,-7.758873002407175e-05,0.0007368172831737668,-0.003813766966263837,-0.003808293198125378,-8.0,0.04519455101869102,-0.11233839620998365,0.5088760534927429,-0.006317377035285024,0.3803776521041256,0.22317919400816874,0.21092515095300618,0.13077472646879293,0.8075815288061505,0.3555496554918219,2.1412254532117183,0.3328167088878826,4.75,1.6815482646421633e-05,138719.30107794967
normal_aoa_12_vw_05,13,6-4-2024,data/,normal,12.0,4.98,11.4,1006.29,26.2,1.171,5,-0.08875493850072966,3.0673549622060676,0.5581836962403577,2.151533493042127,0.5732790954722214,0.904675443977965,-0.00022953002918212962,-0.00047680104635454396,-8.21488067980879e-05,-0.0013547712879891259,-0.0038267356064227115,-0.0027055890231744567,-10.0,0.07173779074300984,-0.08654384668002102,0.504089951674809,0.0027882389441565734,0.32131898570332057,0.2852784405158613,0.1980295555529243,0.16360320478162932,0.8185864416972247,0.38589115123113504,2.157739552989687,0.3812638698368855,4.75,1.6815482646421633e-05,138719.30107794967
normal_aoa_12_vw_05,14,6-4-2024,data/,normal,12.0,4.98,11.4,1006.29,26.2,1.171,5,0.11428489062473716,-0.06761943690677019,0.8997883732747356,-0.18217747239545198,0.5645940877493225,0.7605869766115376,0.00037397785595914444,-2.7393203159324782e-05,-0.0006272445956267607,-0.00015432682161574765,-0.003804119982677912,-0.002290326702282005,-12.0,0.06705798536401385,-0.09541687515204847,0.48634831781528437,-0.01550451921279122,0.3551540605135234,0.2913841855483286,0.15764549673839787,0.13373766618985422,0.8018986039785755,0.35140336305720876,2.1036956695233284,0.38553768975986763,4.75,1.6815482646421633e-05,138719.30107794967
normal_aoa_12_vw_05,15,6-4-2024,data/,normal,12.0,4.98,11.41,1006.29,26.2,1.171,5,-0.25914400377930563,-0.2172606699007926,1596.0602674917018,0.35624603070566124,0.5099611520844913,0.7868371674790302,-0.0006041512976131087,-9.554065641736562e-05,6.827124542122318e-05,0.0006953066917431207,-0.00310888224520161,-0.004276297729712768,-14.0,0.07688465425990565,-0.12096614279307154,0.4944036127035391,-0.03655697812939432,0.2978822048438134,0.26507947368528684,0.18383704307499266,0.16426536567292052,0.8162684162550542,0.4029765583694904,2.145359460798345,0.3974734994804493,4.75,1.6815482646421633e-05,138719.30107794967
normal_aoa_12_vw_05,16,6-4-2024,data/,normal,12.0,4.97,11.4,1006.29,26.2,1.171,5,-0.10919494287723934,0.5012967734755022,1.25585910732151,0.586124208940899,0.5016032369120882,0.7654836015420903,-0.00029956601252195637,0.0008652255112816883,0.00033885201756015055,0.0028652384935155396,-0.00308203062341826,-0.007869814846192843,-20.0,0.08652448964278044,-0.18240772213403303,0.48874066283053297,-0.11786321693436992,0.2728818572773258,0.2640307543771864,0.1740559562607395,0.1626266893019827,0.8231727322996124,0.4447045799480109,2.1678426587721624,0.38395984684520795,4.75,1.6815482646421633e-05,138440.7482645401
normal_aoa_12_vw_10,0,6-4-2024,data/,normal,12.0,10.04,46.51,1006.4,26.3,1.171,10,0.19338107115573158,0.3462914494425617,0.6600931949562742,0.3494234999603149,0.5486067819308961,0.7425748102286667,0.0007310097185251601,0.00045505592410330104,-0.0001297666973164782,0.001086557790798587,-0.003737633632331408,-0.006991843315596508,-20.0,0.07389818394752064,-0.21299407300950554,0.5121447742324087,-0.20438839769629774,0.1063392142168776,0.17621960296719516,0.07164799159948794,0.06393583258319277,0.257952165358751,0.17923989312839242,0.6756876939453534,0.16920241197138294,4.75,1.681418755427773e-05,279688.5656722419
normal_aoa_12_vw_10,1,5-4-2024,data/,normal,12.0,10.0,46.17,1006.38,26.3,1.171,10,0.07464994056057611,0.3459260239316266,0.513642410292554,0.4055015068078158,0.5511190828945777,0.833355846785411,0.00023741983844677338,0.00028105861161371697,-6.909290996707174e-05,0.0008659682642899949,-0.0036750458193106597,-0.0059881269693101,-14.0,0.06833943614286862,-0.1734617229637102,0.5396907162894673,-0.16256574519612946,0.12344624814251297,0.1560974318505881,0.0713561038691641,0.07368982846385418,0.2534912967969179,0.17169136286450196,0.6654123562244219,0.16968461054394798,4.75,1.681418755427773e-05,278574.2685978505
normal_aoa_12_vw_10,2,5-4-2024,data/,normal,12.0,10.0,46.13,1006.34,26.3,1.171,10,0.061424993865205925,0.5125168007313392,0.7157123602259762,0.20315287573109567,0.536149611824849,0.8199731124141751,0.0001880653733048274,0.0004425297990765011,-0.00015921255701340843,0.0002547906307103662,-0.0033802993827794256,-0.003393129296436237,-12.0,0.062058431133324155,-0.15034118897718413,0.5423363152752784,-0.13505671426083718,0.13686934402368456,0.17578411842372782,0.06772865926943734,0.07744185400269657,0.25813393205182167,0.20343494540059398,0.6800209333953436,0.2006794101905276,4.75,1.681418755427773e-05,278574.2685978505
normal_aoa_12_vw_10,3,5-4-2024,data/,normal,12.0,10.01,46.2,1006.37,26.3,1.171,10,0.12178552491218761,0.4215295174911635,0.6212900114373636,0.2921241123350874,0.5466996568106445,0.9236302725260835,0.00039177517704440135,0.00023334537668126562,-0.00010356638961289977,0.0003086878472956718,-0.0034530212604827813,-0.003970135081477215,-10.0,0.054939984009173486,-0.15012522521267022,0.5556017897549318,-0.12974644711313374,0.12962914797975675,0.1452496842064894,0.06187793646933019,0.08933025682179133,0.2558541559046233,0.22779149691741957,0.6751830862586781,0.2109870441346415,4.75,1.681418755427773e-05,278852.8428664484
normal_aoa_12_vw_10,4,5-4-2024,data/,normal,12.0,10.01,46.19,1006.39,26.3,1.171,10,0.00898946263435267,0.5585007371077108,0.509662021762785,0.5920367467864908,0.5393221607023702,0.9973963780654371,2.485557406314376e-05,0.00030383654726408467,-6.488992995803847e-05,0.000773952654235986,-0.003251357623257756,-0.004754703157049607,-8.0,0.03328984229288893,-0.15222294299729644,0.5502147095454785,-0.11862009243496326,0.14562749377473272,0.08470819969217387,0.051271198967125446,0.0903410915278858,0.25201339869309397,0.2565237489586669,0.6629502019665863,0.23353133031891032,4.75,1.681418755427773e-05,278852.8428664484
normal_aoa_12_vw_10,5,5-4-2024,data/,normal,12.0,10.01,46.2,1006.36,26.3,1.171,10,0.02357029489591419,0.23645940613853977,0.7125191632070839,0.3731882627396851,0.5736043457745541,1.0368899643395564,6.382322469079283e-05,5.971101952252651e-05,-0.0001540226328613746,0.00022992427802332374,-0.003596482271913489,-0.002924404772113592,-6.0,0.04986007587263081,-0.1163687193151863,0.567110874783397,-0.07958619879519307,0.11311576295770195,0.08243682091147124,0.05947996734076485,0.08148182794392292,0.25487242172765584,0.23264679607135777,0.6702853571126931,0.2104829011931746,4.75,1.681418755427773e-05,278852.8428664484
normal_aoa_12_vw_10,6,5-4-2024,data/,normal,12.0,10.01,46.23,1006.36,26.3,1.171,10,0.06836452937775923,0.31087127573964224,0.7565286319391481,0.5167860039476522,0.5850152707192482,1.1183928284049218,0.00018756537004351604,5.91763240202426e-05,-0.00019081465130329006,0.00026804703823203856,-0.0036462303664124237,-0.0013412536789799488,-4.0,0.05697417452514061,-0.07400713721547199,0.571111202341652,-0.04432936282530571,0.1302748564317865,0.08115824924911698,0.08314932643491144,0.07916890538384504,0.2567715526381583,0.22993034484128066,0.6789929422100361,0.2019217601437363,4.75,1.681418755427773e-05,278852.8428664484
