channel,a,b,c,sideslip,vw
Cy,0.0,-0.0002657302623528853,-0.12182219280166538,6.0,20
Cz,0.0,-0.0006928369524045004,-0.19875423780662402,6.0,20
Cmx,0.0,-0.000466579218372107,-0.2577332399539674,6.0,20
Cmy,0.0,-0.002427880277946623,-1.3027825543915996,6.0,20
Cmz,0.0,0.000434540131685874,-0.010854891948858402,6.0,20
Cx,0.0,-8.202245792766075e-05,0.6431857057962488,6.0,25
Cy,0.0,-0.00016633344634012906,-0.13033445665739837,6.0,25
Cz,0.0,-0.0005764189658634195,-0.19464423501389982,6.0,25
Cmx,0.0,-0.00032626891177388307,-0.274573259965065,6.0,25
Cmy,0.0,-0.0025921552292118306,-1.3125652130619245,6.0,25
Cmz,0.0,0.00035397159609927515,-0.0054559920183248544,6.0,25
Cx,0.0,0.0002643638618787594,0.6518467124054079,4.0,5
Cy,0.0,-0.00232288425087784,-0.0689930410779629,4.0,5
Cz,0.0,-0.003454801606706681,-0.22105447920534313,4.0,5
Cmx,0.0,-0.003085065575979974,-0.18545654679480345,4.0,5
Cmy,0.0,-0.003947755423424341,-1.3119138538085537,4.0,5
Cmz,0.0,0.00132203616862158,-0.011459225826971424,4.0,5
Cx,0.0,-1.016449360504984e-05,0.6414391615897903,4.0,10
Cy,0.0,-0.0006955542929866304,-0.1002129822791151,4.0,10
Cz,0.0,-0.0014122101088606558,-0.20929790550609173,4.0,10
Cmx,0.0,-0.0010528244660373547,-0.22361337312014984,4.0,10
Cmy,0.0,-0.003188901809790898,-1.2925538347113619,4.0,10
Cmz,0.0,0.0005491675186330309,-0.006592551074190197,4.0,10
Cx,0.0,0.00015256494450218845,0.6386236818639003,4.0,15
Cy,0.0,-0.0005852245467599471,-0.10200911438956926,4.0,15
Cz,0.0,-0.0009518086614104281,-0.2081942829015221,4.0,15
Cmx,0.0,-0.0009099058012736217,-0.2224756354829705,4.0,15
Cmy,0.0,-0.0032323124040750046,-1.2889518279989733,4.0,15
Cmz,0.0,0.00045238647712147876,-0.008057110588188915,4.0,15
Cx,0.0,-0.00011901013479124529,0.6299222498109568,4.0,20
Cy,0.0,-0.00010654124823608737,-0.1010193088601495,4.0,20
Cz,0.0,-0.0007461535953291507,-0.20187458887127147,4.0,20
Cmx,0.0,-6.664352579045774e-05,-0.21869584705876544,4.0,20
Cmy,0.0,-0.0026014783231020923,-1.2819889430073659,4.0,20
Cmz,0.0,0.0004105004555659835,-0.006605040717503221,4.0,20
Cx,0.0,-8.381696289036905e-05,0.6249756440513624,4.0,25
Cy,0.0,-9.653959636585209e-05,-0.10595393750514212,4.0,25
Cz,0.0,-0.0005663917105847824,-0.19700628192537215,4.0,25
Cmx,0.0,-3.0935375248169724e-05,-0.22644106157778837,4.0,25
Cmy,0.0,-0.0024674307220349146,-1.2760380961281328,4.0,25
Cmz,0.0,0.00026064009191401765,-0.002705344402848602,4.0,25
Cx,0.0,3.5924415969562238e-06,0.6425681403022381,2.0,5
Cy,0.0,-0.003380006208425642,-0.016810629023073006,2.0,5
Cz,0.0,-0.002819923824292671,-0.21439453196951458,2.0,5
Cmx,0.0,-0.0033267147884889323,-0.10226843112069593,2.0,5
Cmy,0.0,-0.003663258170817145,-1.2880596763323178,2.0,5
Cmz,0.0,0.0012542512790353936,-0.012092072573083064,2.0,5
Cx,0.0,-0.0002856352658878272,0.6334718109958231,2.0,10
Cy,0.0,-0.0009396594656783388,-0.05865143294993036,2.0,10
Cz,0.0,-0.0011137106559414229,-0.21304328451328744,2.0,10
Cmx,0.0,-0.001154553101327973,-0.14572205777657465,2.0,10
Cmy,0.0,-0.002517788571548482,-1.2729280159598981,2.0,10
Cmz,0.0,0.0005495099992758825,-0.0035003811127116936,2.0,10
Cx,0.0,8.348136396244573e-06,0.6271388172538291,2.0,15
Cy,0.0,-0.0006211273914337851,-0.05978480026563648,2.0,15
Cz,0.0,-0.0008334956332712499,-0.20855699254515245,2.0,15
Cmx,0.0,-0.0007989486394217367,-0.13983905416898565,2.0,15
Cmy,0.0,-0.002706978477013652,-1.2664160174539019,2.0,15
Cmz,0.0,0.00024239878517965025,-0.0022875087062074577,2.0,15
Cx,0.0,0.00028603249381893044,0.6189458702925886,2.0,20
Cy,0.0,-0.0002783850097002738,-0.06132426395827607,2.0,20
Cz,0.0,-0.0009855336316453157,-0.20203029910651724,2.0,20
Cmx,0.0,-0.0002916134223412635,-0.1407857222593006,2.0,20
Cmy,0.0,-0.0030113278506224152,-1.2587649806217303,2.0,20
Cmz,0.0,0.00022153618734730183,-0.0013636416430988386,2.0,20
Cx,0.0,8.702896866083268e-05,0.6208019649667013,2.0,25
Cy,0.0,-0.00018740522359169033,-0.06620658208014499,2.0,25
Cz,0.0,-0.0007432386816314256,-0.19970770501055599,2.0,25
Cmx,0.0,-0.0002236073907941282,-0.14707169010819066,2.0,25
Cmy,0.0,-0.0027477601494857603,-1.2646432725773893,2.0,25
Cmz,0.0,0.00015643801257797572,0.00037769987430225196,2.0,25
Cx,0.0,-0.0006524669478181277,0.6472430760614011,0.0,5
Cy,0.0,-0.005444825080828096,0.06590783438599271,0.0,5
Cz,0.0,-0.0024371208139557844,-0.22482786248713607,0.0,5
Cmx,0.0,-0.005935669020257668,0.04308613916036184,0.0,5
Cmy,0.0,-0.0034033149586954145,-1.279961217569836,0.0,5
Cmz,0.0,0.0020547553965238686,-0.014555417234264333,0.0,5
Cx,0.0,-0.0001852742484875842,0.6306751549950721,0.0,10
Cy,0.0,-0.0016972731847803293,0.0026089001669333534,0.0,10
Cz,0.0,-0.0011040051680974731,-0.21239586297096325,0.0,10
Cmx,0.0,-0.002262306330956667,-0.023489633717408698,0.0,10
Cmy,0.0,-0.002593789194192394,-1.2630153861156024,0.0,10
Cmz,0.0,0.0005501973998421799,0.0007697485240917506,0.0,10
Cx,0.0,-0.00024109650960773697,0.6223923042276049,0.0,15
Cy,0.0,-0.0008502770344893185,-0.004029537115473182,0.0,15
Cz,0.0,-0.0006517613553752795,-0.20450629806518217,0.0,15
Cmx,0.0,-0.0012425857003606224,-0.025190620686805873,0.0,15
Cmy,0.0,-0.0023486108061229207,-1.2533597531497274,0.0,15
Cmz,0.0,0.00027919905232967114,0.004688053180452587,0.0,15
Cx,0.0,-5.543244341300908e-05,0.6147021400044156,0.0,20
Cy,0.0,-0.0005047970532664733,-0.002862860666642318,0.0,20
Cz,0.0,-0.0007171551512278268,-0.20056054233453444,0.0,20
Cmx,0.0,-0.0008223041980515416,-0.019699693760842636,0.0,20
Cmy,0.0,-0.0022881851026880845,-1.2475231538088314,0.0,20
Cmz,0.0,0.00017539564196944132,0.006163564203974447,0.0,20
Cx,0.0,-5.348338187012133e-06,0.6202108317039969,0.0,25
Cy,0.0,-0.00044749383470104914,-0.005233782224568732,0.0,25
Cz,0.0,-0.0005637354470428355,-0.2003558195575818,0.0,25
Cmx,0.0,-0.000631726423615239,-0.021998750110565783,0.0,25
Cmy,0.0,-0.002643083640758591,-1.2605970072415262,0.0,25
Cmz,0.0,0.00011760694805942663,0.006538393865578693,0.0,25
Cx,0.0,0.0008131677584003237,0.6346810724744931,-2.0,5
Cy,0.0,0.00021743872235909574,0.045545645287340675,-2.0,5
Cz,0.0,-0.003404146310692538,-0.21737187075022613,-2.0,5
Cmx,0.0,0.00044699959979575165,0.06947081140004364,-2.0,5
Cmy,0.0,-0.004720392908182103,-1.2783394338170029,-2.0,5
Cmz,0.0,-5.6403010323941485e-05,0.015415622386196908,-2.0,5
Cx,0.0,0.00016861104933669867,0.6281797718506377,-2.0,10
Cy,0.0,-8.148624036414704e-05,0.040534370622810095,-2.0,10
Cz,0.0,-0.0014299749122268666,-0.21340388069014032,-2.0,10
Cmx,0.0,-0.00026505850183961845,0.0702878551189777,-2.0,10
Cmy,0.0,-0.0029990892546991367,-1.2648508016243438,-2.0,10
Cmz,0.0,-3.4423959798420855e-05,0.011837988755560793,-2.0,10
Cx,0.0,7.354376845876418e-05,0.628656958956896,-2.0,15
Cy,0.0,-0.0003750457199661946,0.04593865765714816,-2.0,15
Cz,0.0,-0.0007145460369667699,-0.20996720915493067,-2.0,15
Cmx,0.0,-0.0007619467379034988,0.07874799267915297,-2.0,15
Cmy,0.0,-0.0027337661654157903,-1.266917111094318,-2.0,15
Cmz,0.0,-7.976100741649313e-05,0.014616530018313013,-2.0,15
Cx,0.0,0.00019085127144753813,0.6133443942025001,-2.0,20
Cy,0.0,-9.76026234903788e-05,0.047149568087523505,-2.0,20
Cz,0.0,-0.0007559099407886197,-0.20003036881266928,-2.0,20
Cmx,0.0,-0.00035239611427425227,0.08321776525176486,-2.0,20
Cmy,0.0,-0.0028916569264159507,-1.2502573518722342,-2.0,20
Cmz,0.0,-4.24043182813192e-05,0.01459080766846303,-2.0,20
Cx,0.0,0.00010732040679722318,0.6201378553820984,-2.0,25
Cy,0.0,-0.0002438672980003714,0.044078876948010645,-2.0,25
Cz,0.0,-0.0005324359636576187,-0.20148286776958438,-2.0,25
Cmx,0.0,-0.0005290246434373282,0.08301547455317325,-2.0,25
Cmy,0.0,-0.002770203323527213,-1.2641477646261532,-2.0,25
Cmz,0.0,-9.224531065674914e-06,0.012058857370491777,-2.0,25
Cx,0.0,0.0009656947750825997,0.6410638452230984,-4.0,5
Cy,0.0,4.8497733408815965e-05,0.08605846977386487,-4.0,5
Cz,0.0,-0.0031587432959288573,-0.21815005378502103,-4.0,5
Cmx,0.0,0.00041359791886668085,0.14447835140837528,-4.0,5
Cmy,0.0,-0.004337736824321326,-1.2904476516912897,-4.0,5
Cmz,0.0,-9.973298219902217e-05,0.014163505465577056,-4.0,5
Cx,0.0,0.00036781065018491306,0.6372631924078539,-4.0,10
Cy,0.0,-0.0002942228543596527,0.08010557926187925,-4.0,10
Cz,0.0,-0.0014203672874944773,-0.20818585387607605,-4.0,10
Cmx,0.0,-0.000623023378930405,0.14080799417190115,-4.0,10
Cmy,0.0,-0.003397791152369724,-1.277100170744883,-4.0,10
Cmz,0.0,-1.2286447181965417e-05,0.01780646449131951,-4.0,10
Cx,0.0,0.0002286056651005896,0.634097647339339,-4.0,15
Cy,0.0,-0.0003296879299817009,0.07910417532916744,-4.0,15
Cz,0.0,-0.0007803747101506071,-0.20755566291468575,-4.0,15
Cmx,0.0,-0.0006744336836274173,0.1395285913217396,-4.0,15
Cmy,0.0,-0.0031536121270714485,-1.274366363950522,-4.0,15
Cmz,0.0,-9.063309444037537e-06,0.019883508964769276,-4.0,15
Cx,0.0,0.00018452688275182649,0.6206504833037277,-4.0,20
Cy,0.0,-4.0726947251842316e-05,0.07955010678279821,-4.0,20
Cz,0.0,-0.000791545351052779,-0.20106775952197056,-4.0,20
Cmx,0.0,-0.000401389381380055,0.14075799875707476,-4.0,20
Cmy,0.0,-0.00291783782294066,-1.261818696084749,-4.0,20
Cmz,0.0,2.0655534604982314e-05,0.020128007198098076,-4.0,20
Cx,0.0,0.0004932819284788271,0.6253866558561701,-4.0,25
Cy,0.0,-0.00010109317932884953,0.08181597864736007,-4.0,25
Cz,0.0,-0.0007881527132141912,-0.2035302514053897,-4.0,25
Cmx,0.0,-0.00034333598173050804,0.14986476995631076,-4.0,25
Cmy,0.0,-0.003682705234861381,-1.2710505536773435,-4.0,25
Cmz,0.0,-5.6947046005878444e-05,0.014971463907215078,-4.0,25
Cx,0.0,0.0008076372402082245,0.658579909077888,-6.0,5
Cy,0.0,-0.00011822108081277825,0.11438335012343509,-6.0,5
Cz,0.0,-0.0023959194957332607,-0.2227441842116496,-6.0,5
Cmx,0.0,0.000445560167515467,0.1924172776267569,-6.0,5
Cmy,0.0,-0.0043683144749751554,-1.3151348960616507,-6.0,5
Cmz,0.0,9.390642704485902e-06,0.020120804455693454,-6.0,5
Cx,0.0,0.00045662980440510964,0.6588207493171432,-6.0,10
Cy,0.0,0.000107811308656402,0.11517402114776155,-6.0,10
Cz,0.0,-0.0013093556634959072,-0.21128340379572888,-6.0,10
Cmx,0.0,0.0005549211313691794,0.20976517737737688,-6.0,10
Cmy,0.0,-0.0035696761985347966,-1.319788104362811,-6.0,10
Cmz,0.0,-0.00028576683006646973,0.014362772891551545,-6.0,10
Cx,0.0,0.0001443295153217984,0.6532894194062236,-6.0,15
Cy,0.0,9.046041214143006e-05,0.11248622343664884,-6.0,15
Cz,0.0,-0.0007805005812348862,-0.2101392220652212,-6.0,15
Cmx,0.0,0.0005162248257989231,0.20942660016084755,-6.0,15
Cmy,0.0,-0.0030678510969067993,-1.315323501736318,-6.0,15
Cmz,0.0,-0.000325833920051118,0.011313104890772807,-6.0,15
Cx,0.0,0.00021655664286503808,0.6466709369330432,-6.0,20
Cy,0.0,0.00037684799415111796,0.11380053976926888,-6.0,20
Cz,0.0,-0.0008077681386827703,-0.20614065192906517,-6.0,20
Cmx,0.0,0.0010103560512822634,0.2131288538647374,-6.0,20
Cmy,0.0,-0.003119884461098373,-1.3122800956667395,-6.0,20
Cmz,0.0,-0.000452417082665949,0.010354505497522851,-6.0,20
Cx,0.0,0.00022612023471469105,0.643154092340516,-6.0,25
Cy,0.0,0.00020389806477134103,0.11515971606756355,-6.0,25
Cz,0.0,-0.0008117517599412681,-0.20446221748716664,-6.0,25
Cmx,0.0,0.0007034315851288741,0.2194878266153757,-6.0,25
Cmy,0.0,-0.003115186769838435,-1.312687338460299,-6.0,25
Cmz,0.0,-0.000342265444263485,0.005811225772180624,-6.0,25
Cx,0.0,0.0012440699019827417,0.6866599044865871,-8.0,5
Cy,0.0,0.00017136684004167131,0.14324876844738849,-8.0,5
Cz,0.0,-0.0036680488921213786,-0.21668582580435736,-8.0,5
Cmx,0.0,0.0007631593521586381,0.27746775466873086,-8.0,5
Cmy,0.0,-0.005523461293792649,-1.372555999269014,-8.0,5
Cmz,0.0,-0.0003306089799002854,0.009346862530211431,-8.0,5
Cx,0.0,0.0006360391155023282,0.6820068523267347,-8.0,10
Cy,0.0,0.0003168026237157597,0.14260630798261614,-8.0,10
Cz,0.0,-0.0016062056164561768,-0.21087412956926765,-8.0,10
Cmx,0.0,0.0007769930273371495,0.28963454443719044,-8.0,10
Cmy,0.0,-0.0038844463428730053,-1.3701701101909158,-8.0,10
Cmz,0.0,-0.00033980338529219367,6.259545819166836e-05,-8.0,10
Cx,0.0,0.0004322663247814255,0.6817669365675912,-8.0,15
Cy,0.0,0.00023100165384409258,0.14219091793959662,-8.0,15
Cz,0.0,-0.0008420391059694431,-0.21213298687652413,-8.0,15
Cmx,0.0,0.000778403378082668,0.29316132203785455,-8.0,15
Cmy,0.0,-0.003471738107278564,-1.3733665596159048,-8.0,15
Cmz,0.0,-0.00045907486810301717,-0.0022274691572103343,-8.0,15
Cx,0.0,0.00013301001294037504,0.6734095825918568,-8.0,20
Cy,0.0,0.0002629153561503648,0.1449807461254088,-8.0,20
Cz,0.0,-0.0007615538504181675,-0.20907159561635846,-8.0,20
Cmx,0.0,0.0008893490226304196,0.3010265339533584,-8.0,20
Cmy,0.0,-0.0029197603624760496,-1.3691654784414318,-8.0,20
Cmz,0.0,-0.0005017594827257323,-0.006955435886686069,-8.0,20
Cx,0.0,0.00034935569532979253,0.6676150522212388,-8.0,25
Cy,0.0,0.000219649146701247,0.146876416747409,-8.0,25
Cz,0.0,-0.0006810978668844831,-0.2080208860151341,-8.0,25
Cmx,0.0,0.0009077062453009272,0.30586624059499395,-8.0,25
Cmy,0.0,-0.003043982861301117,-1.3642741066678095,-8.0,25
Cmz,0.0,-0.0003972206574650287,-0.012685065268479904,-8.0,25
Cx,0.0,0.000858877999216675,0.6998303232112988,-10.0,5
Cy,0.0,0.0001674076831835452,0.19201921313807424,-10.0,5
Cz,0.0,-0.00221750787108622,-0.21704673376105574,-10.0,5
Cmx,0.0,0.001064584826552639,0.39374504654792,-10.0,5
Cmy,0.0,-0.004796837278495008,-1.4014323825504444,-10.0,5
Cmz,0.0,-0.00038101364273222034,-0.033825765079424495,-10.0,5
Cx,0.0,0.000721111885795154,0.7028627435531776,-10.0,10
Cy,0.0,0.0004833223594480545,0.18983797034113264,-10.0,10
Cz,0.0,-0.0015375817794207095,-0.21364916446482055,-10.0,10
