y,gamma_polar
0.637513991106336,0.13204128459222486
0.6363561262446059,0.19931704559515487
0.6351359473243368,0.25479398445337653
0.6338428554641695,0.3105353628323675
0.6324370540567481,0.3632950789134347
0.6309051044351736,0.41726368561092186
0.629281954566236,0.4703566178998478
0.627574550868127,0.5253324490469076
0.6256759228635949,0.5806080264770057
0.6235587757312546,0.6370799370271678
0.6212440726351814,0.6937850176424666
0.6187312212310695,0.7517104034704785
0.6160858365554085,0.8102781281641329
0.613316483025877,0.8708697639313754
0.6097646965107727,0.9345300906402657
0.6050075087212472,0.9970449981594385
0.5997875581133644,1.0572800397103599
0.5945700961820836,1.1167945550700376
0.5893491118492521,1.1770262686183002
0.5823260054042713,1.243919890338776
0.5730729826957317,1.302159407696103
0.5633831208856636,1.3551367635709
0.553699796460519,1.4055962414053182
0.5440162641901444,1.4549598416263863
0.5333295582999443,1.5070438800364778
0.5216241227172784,1.5518227192706382
0.5099029998587684,1.593353181725055
0.4981814708318944,1.6324964077646367
0.48654418209376016,1.6693151882301103
0.47540356197121486,1.703892425403022
0.46467553742560574,1.7392272615882065
0.45394811487796327,1.7744655242169958
0.4432150141730571,1.80972933187802
0.43211683574804355,1.84602974509158
0.41994290675441953,1.882477887566944
0.40705488484333924,1.9145594186718833
0.3941736811125071,1.944777591451967
0.3812884126525687,1.9738984069368466
0.36814988059305875,2.00319027919542
0.3545189489873322,2.0306765181019757
0.3406479485711899,2.0549120865330126
0.3267813238387443,2.0771858690349334
0.3129116399666266,2.09775875458028
0.29936751281967716,2.1161202178372367
0.2862663152778811,2.1346013682222242
0.2732830771675925,2.1531645048447414
0.2603027026798017,2.1714024644974805
0.24732034504678954,2.1893070552532126
0.23384877918748218,2.2076223754610025
0.21983648304383274,2.223438885574716
0.20577216901309214,2.2378053551393107
0.19170819618259197,2.251140304352092
0.17763582025749253,2.2637420640578276
0.16343960285682455,2.2762092375341685
0.14912785155654398,2.2860293102178204
0.13481793931714028,2.294420347241164
0.1205037061246565,2.3016580496388035
0.10623304202546262,2.307744932750703
0.09208196748238849,2.3132273256270777
0.0780071301972325,2.318361141255846
0.06393654160012725,2.322839448225101
0.04986211890215213,2.3265103707204435
0.03573470622558387,2.3290829787276084
0.02148296720332036,2.3307129700298064
0.007159688436674602,2.331504854245027
-0.0071596884366746045,2.3315048542450274
-0.02148296720332036,2.330712970029807
-0.03573470622558387,2.329082978727609
-0.04986211890215213,2.3265103707204435
-0.06393654160012732,2.3228394482251025
-0.07800713019723268,2.3183611412558474
-0.09208196748238856,2.31322732562708
-0.10623304202546262,2.3077449327507042
-0.1205037061246565,2.3016580496388053
-0.13481793931714028,2.294420347241165
-0.14912785155654398,2.2860293102178213
-0.16343960285682455,2.2762092375341703
-0.17763582025749253,2.2637420640578303
-0.19170819618259197,2.251140304352096
-0.2057721690130922,2.2378053551393124
-0.21983648304383296,2.223438885574718
-0.23384877918748226,2.2076223754610047
-0.24732034504678954,2.189307055253215
-0.2603027026798017,2.1714024644974836
-0.2732830771675925,2.153164504844744
-0.2862663152778811,2.134601368222227
-0.29936751281967716,2.1161202178372376
-0.3129116399666264,2.097758754580282
-0.3267813238387443,2.077185869034937
-0.3406479485711899,2.0549120865330153
-0.35451894898733205,2.0306765181019792
-0.36814988059305864,2.003190279195424
-0.3812884126525686,1.973898406936851
-0.39417368111250695,1.9447775914519705
-0.4070548848433391,1.9145594186718875
-0.4199429067544194,1.8824778875669488
-0.4321168357480433,1.8460297450915844
-0.4432150141730571,1.8097293318780239
-0.4539481148779632,1.7744655242169995
-0.46467553742560574,1.7392272615882098
-0.47540356197121486,1.703892425403026
-0.48654418209376016,1.669315188230114
-0.49818147083189435,1.63249640776464
-0.5099029998587683,1.5933531817250584
-0.5216241227172783,1.5518227192706409
-0.5333295582999441,1.5070438800364805
-0.5440162641901443,1.4549598416263891
-0.5536997964605189,1.4055962414053225
-0.5633831208856634,1.3551367635709046
-0.5730729826957315,1.3021594076961072
-0.5823260054042712,1.2439198903387796
-0.5893491118492521,1.177026268618304
-0.5945700961820835,1.11679455507004
-0.5997875581133643,1.0572800397103623
-0.6050075087212471,0.997044998159441
-0.6097646965107726,0.9345300906402682
-0.6133164830258769,0.8708697639313774
-0.6160858365554085,0.8102781281641345
-0.6187312212310695,0.7517104034704795
-0.6212440726351814,0.6937850176424675
-0.6235587757312545,0.6370799370271693
-0.6256759228635949,0.5806080264770085
-0.627574550868127,0.5253324490469102
-0.629281954566236,0.47035661789985056
-0.6309051044351736,0.4172636856109253
-0.6324370540567481,0.363295078913439
-0.6338428554641695,0.31053536283237404
-0.6351359473243368,0.25479398445338214
-0.6363561262446059,0.19931704559516336
-0.6375139911063358,0.13204128459222964
