aoa,CL,CD,CS,CMx,CMy,CMz
-14.0,-0.9982222024743563,0.11217864618337844,-2.947851850237606e-16,-4.98647317268177e-16,0.055414194044112075,1.8395909167817265e-16
-12.852941176470589,-0.9068184269309693,0.10047799546812736,2.5730768914600187e-16,4.924711377132873e-16,0.03679743270151453,-2.226987820272724e-19
-11.705882352941178,-0.8137326939904695,0.08979530841421218,-3.7456273686196123e-16,-1.184816906726963e-15,0.01918921425809629,2.0799323912073816e-16
-10.558823529411764,-0.719363677447615,0.08018874358545061,-6.095078465653747e-18,-1.1736720699019537e-16,0.0031420856363422655,2.2230782194326896e-16
-9.411764705882353,-0.6240724814643633,0.07170378515633859,-1.1743596486625394e-16,-1.3033322496600545e-16,-0.010904106137940977,-2.344275845473754e-17
-8.264705882352942,-0.5281902254299818,0.06437256527144335,-1.6557049728484658e-16,-4.913032063230998e-16,-0.02259260144823688,5.916364309191202e-17
-7.11764705882353,-0.43202238802791076,0.0582138954617065,-3.128297396275211e-16,-1.1389112644584081e-15,-0.031632872455094066,1.402952838153588e-16
-5.970588235294118,-0.3358524309517343,0.053233503188741364,-2.756347997485369e-16,-1.3219399701138888e-15,-0.03778893079572544,5.750886741990382e-17
-4.8235294117647065,-0.23994415167833372,0.049424119642546255,-3.637434847189532e-16,-1.280329939907549e-15,-0.04086978431119705,9.029445838841331e-17
-3.6764705882352953,-0.14454204117824312,0.04676506449709667,-2.5240259831835296e-16,-9.132926539556669e-16,-0.040719915854623305,6.352853921964656e-17
-2.529411764705884,-0.04987520030649099,0.04522054362195057,-1.6955148770211456e-16,-5.891471534222377e-16,-0.03720756353893832,2.0744391545840423e-17
-1.382352941176471,0.04453657553696839,0.04471089407244592,-1.3210692281126334e-16,-4.468178873976965e-16,-0.030062761868327414,3.155518019780879e-18
-0.23529411764705976,0.13697010804021095,0.04509388511529963,-2.3996525570754187e-16,-6.476080581353081e-16,-0.01907999497953703,3.095018183996803e-17
0.9117647058823515,0.22798543033196528,0.046412764988046536,-1.2058107739362167e-16,-6.570702819405557e-16,-0.004535075884848335,1.1144836825009275e-17
2.0588235294117645,0.31743934759871323,0.04869672095405691,-1.2317002214210636e-16,-2.634378125527946e-16,0.013219799338433596,8.769383150051699e-18
3.205882352941174,0.40520252014063596,0.05193803300109982,-3.547504794054352e-16,-1.2299307311038656e-15,0.03390826664474761,1.3470801881738564e-17
4.352941176470587,0.49114799854397867,0.05610782217047515,-2.223760431449723e-16,-5.100692903552646e-16,0.05727611119907727,6.631474842589889e-18
5.5,0.575140196815589,0.06116759306270266,8.631984123716673e-17,5.645859521955409e-16,0.08305080323615457,9.994721337383985e-17
6.6470588235294095,0.6570338388463993,0.06707351151463492,-4.703683285500773e-16,-1.5283767921913475e-15,0.11092205445145674,-5.562520688858981e-18
7.7941176470588225,0.7366710501270378,0.07377684515711899,6.242088896095342e-17,4.968657270119588e-17,0.1405327998246143,8.872319475966531e-17
8.941176470588232,0.8138785676290242,0.08122304884057517,4.459750049148569e-17,1.1505608851893456e-16,0.17147205002492658,9.652260099244267e-17
10.088235294117645,0.8884614888577187,0.08935111584550359,-4.6083216523028185e-16,-2.1678588192135715e-15,0.20326290230234448,1.1334873119005881e-16
11.235294117647058,0.9601964958479855,0.098092246109259,-8.95072355255022e-17,-4.6017486545751e-16,0.23534740127852094,9.485978341997238e-17
12.382352941176467,1.0288215008222585,0.10736847030400243,6.90532710352123e-16,1.646723873822463e-15,0.2670633776411386,4.101220769814248e-16
13.52941176470588,1.0940210844037006,0.11709054069733486,-2.1112258984125724e-16,2.9468492610213245e-16,0.2976111048812689,-4.418343835421084e-17
14.676470588235293,1.1554045289235066,0.1271549275697713,6.903245539904357e-16,2.5574035287356763e-15,0.32600244088470587,7.74239534457838e-16
15.823529411764703,1.2124709864551158,0.1374393072160487,1.1494914683272199e-15,4.37079517102735e-15,0.3509795898684664,1.013606083104396e-15
16.970588235294116,0.9598881456638724,0.18602746315550153,-7.641159842085532e-16,-2.6952491259487353e-15,-1.236714639834682,-6.22250090155136e-16
18.11764705882353,1.013996917508449,0.20320089417127038,1.2087119532272324e-15,3.808317433968334e-15,-1.3495808434131258,2.2566809912096934e-17
19.264705882352942,0.8985902061468253,0.17978171705093987,-5.509638698408458e-16,-1.9243847152540663e-15,-1.12874779820311,-1.6515341675142522e-15
20.411764705882348,0.8268130385296155,0.18485894034315775,-1.660827570811862e-16,5.0508083763785375e-17,-1.4570191848810166,4.652721931350231e-16
21.55882352941176,0.6167907395198087,0.15195142919255583,-1.5715805307384689e-16,-1.0678555064062396e-15,-1.6073987111498935,2.500956810784497e-16
22.705882352941174,0.52100042663227,0.14339993001111162,6.390400303797483e-17,4.1196305357951694e-16,-1.8100802817003208,-3.709270913446249e-16
23.852941176470587,0.5220525685343134,0.15404757262521337,8.222696677549188e-16,3.4507423718216996e-15,-2.0031941183884814,5.303992147234432e-16
25.0,0.40035050380713266,0.14360248222103375,-2.0222390537912882e-16,-9.433124497729432e-16,-2.283394375313743,1.7613988999810396e-16
