y,z,gamma_breukels,gamma_breukels_stall,gamma_polar,gamma_polar_stall,cl_dist_breukels,cl_dist_breukels_stall,cl_dist_polar,cl_dist_polar_stall,cd_dist_breukels,cd_dist_breukels_stall,cd_dist_polar,cd_dist_polar_stall
0.5000000000000001,0.11289269219787797,37.62027193179125,-0.26056091869502596,-0.1861413102083801,-0.14823239401332,-6061.402011802325,-0.19666404425808623,-0.15370602850732878,-0.11444961648207085,13924.012172152072,-0.043158122388305166,-0.001242158650304498,-0.005321089666776877
0.49909189062680764,0.11568164037919172,128.38996389526102,-0.36775588550455185,-0.27699021401368307,-0.20880040816916534,573235.7900826591,0.1020308302464036,-0.17621992006422635,-0.1798054616023919,-1323641.9578742664,-0.004274118640102979,0.004418724241945762,0.010513403501971214
0.49813490855481285,0.11923568811038907,17.075217766886087,-0.4853150248500262,-0.35449455104384453,-0.26773823928986296,-29362.004436164938,-0.49066840417196556,-0.1952099311877371,-0.18543679017059078,45562.89988345782,-0.13925634501799156,-0.003992613525483658,0.0040522127861637915
0.4971207411183279,0.12368052088795733,16.510034522266867,-0.5928300388541528,-0.42929640794577045,-0.32492859138730334,-237.8897736014107,-0.46341919404236237,-0.1969568208392478,-0.17944265376830437,382.3504741045842,-0.13071019817118548,-0.004669287647556887,0.0025459595800704266
0.49601817597698744,0.1289288340963454,12.64222640224743,-0.6894566868103884,-0.5046217786741147,-0.38025589956256195,-52.11563557214952,-0.40141287990559427,-0.19126497788223976,-0.18127099620030318,69.92879700448155,-0.10763795250805834,-0.009071391911115452,0.0035147650012161357
0.4948166732312076,0.1350119145418864,9.718342228010616,-0.775407961919939,-0.5766076265049294,-0.43294823155462026,-14.28760229582479,-0.3620867146007065,-0.1873186050362576,-0.17421704374356708,22.108996486888913,-0.07938011462343442,-0.006254339301285854,0.006487059150420653
0.4935436424494669,0.14184666178102487,7.443509155461429,-0.8504726171814073,-0.6498692776761257,-0.48271910923675726,-6.719609134118482,-0.29787357696880334,-0.16956726202629077,-0.17003279768604135,9.984219411508507,-0.039524272109305605,0.00041109745668299586,0.015093437572989137
0.4922045316833282,0.14942305957396712,5.809010084008355,-0.9148628043240485,-0.715836109921259,-0.528452778088221,-2.7200730110734126,-0.27126195787994795,-0.1626310027329166,-0.16228600637050572,5.104236563350467,-0.01474947502576959,0.006846341084830321,0.02033956158633686
0.49071544436052517,0.15764517939784495,4.564556725170802,-0.9680649364148947,-0.7792672398546568,-0.569756920974722,-1.6814254257518555,-0.22950021735724171,-0.14855123222229902,-0.15771828402006474,2.73370293409415,0.017677674480055805,0.01855538213406224,0.03104941113922196
0.4890549732478315,0.1664934168228703,3.669911690620181,-1.0111633594858107,-0.8340986638387567,-0.6056121822748968,-0.8776701664127142,-0.2169768814126027,-0.14283588106345332,-0.15224433977294602,1.4501653279104483,0.03527540278894312,0.026387210789295786,0.0371231920839364
0.4872395596817258,0.17586186473609397,3.0261707635469652,-1.04347892398946,-0.8835155592148763,-0.6355708839210802,0.34135261116203164,-0.19372772901472154,-0.13135537482011278,-0.14698674352347563,0.8851498918408184,0.05677029787376935,0.039149546840940554,0.04779483766329304
